quest_id,quest_number,quest_title,act,recommended_level,quest_type,primary_location,monster_tier,allowed_monsters,max_normal_monster_level,subquest_1_xp,subquest_2_xp,subquest_3_xp,subquest_4_xp,subquest_5_xp,subquest_6_xp,quest_completion_xp,quest_story_xp_total,boss_encounter_xp_separate,milestone_boss,reward_name,reward_type,rarity,item_power,min_level,consumables_materials,reward_note,story_unlock_from_original_outline
Q164,164,Null Cathedral Black Mass,7 — Siege of the Black Meridian,28,Heist,Chancellor’s Bastion,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",29,1525,1635,1745,1850,1960,2180,6125,17020,0,,Black-Meridian Technical Cache: Meridian Cipher Plate Bundle,Crafting / Upgrade Materials,Epic,416,28,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Supports upgrades but requires additional farmed materials.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q165,165,Master Key Components,7 — Siege of the Black Meridian,28,Network,Outer Siege Lines,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",29,1525,1635,1740,1850,1960,2180,6125,17015,0,,Black-Meridian Helm Armor Piece,Armor Piece,Epic,416,28,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q166,166,Break the Bastion Guns,7 — Siege of the Black Meridian,29,Investigation,East Aqueduct Wall,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",30,1710,1835,1955,2080,2200,2445,5750,17975,0,,Black-Meridian Reputation Writ + Evidence Cache,Reputation / Utility,Epic,428,29,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q167,167,Turn the Ward Councils,7 — Siege of the Black Meridian,29,Rescue,The Senatorial Maze,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",30,1685,1810,1930,2050,2170,2405,6490,18540,0,,Black-Meridian Field-Survival Cache,Consumable + Utility Cache,Epic,428,29,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q168,168,The Chancellor’s Double,7 — Siege of the Black Meridian,29,Defense,Null Cathedral,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",30,1725,1845,1970,2095,2215,2465,7550,19865,0,,Black-Meridian Field-Survival Cache,Consumable + Utility Cache,Epic,428,29,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q169,169,Battle for East Aqueduct,7 — Siege of the Black Meridian,29,Stealth,Civic Catacombs,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",30,1660,1780,1900,2015,2135,2375,6110,17975,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,428,29,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q170,170,The Catacombs Ignite,7 — Siege of the Black Meridian,29,Crafting,Meridian Switchyard,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",30,1695,1815,1940,2060,2180,2420,6815,18925,0,,Black-Meridian Class Weapon Calibration Kit,Weapon Upgrade Component,Epic,428,29,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q171,171,The Null Cathedral Falls,7 — Siege of the Black Meridian,30,Diplomacy,Chancellor’s Bastion,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",31,1690,1810,1930,2050,2170,2415,5170,17235,0,,Black-Meridian Reputation Writ + Evidence Cache,Reputation / Utility,Epic,440,30,"3x Aether Reconstructor, 2x Overdrive Ampoule, 19x Meridian Cipher Plate","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q172,172,Unlock the Meridian Switchyard,7 — Siege of the Black Meridian,30,Dungeon,Outer Siege Lines,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",31,1710,1835,1955,2075,2200,2445,8845,21065,0,,Black-Meridian Delver Cache: Chestguard or Weapon-Mod Choice,Dungeon Gear Choice Cache,Epic,447,30,"3x Aether Reconstructor, 2x Overdrive Ampoule, 19x Meridian Cipher Plate",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q173,173,Duel in the Senatorial Maze,7 — Siege of the Black Meridian,30,Assault,East Aqueduct Wall,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",31,1705,1825,1950,2070,2190,2440,8120,20300,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,445,30,"3x Aether Reconstructor, 2x Overdrive Ampoule, 19x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q174,174,Expose Chancellor Thorne,7 — Siege of the Black Meridian,30,Boss,The Senatorial Maze,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",31,1650,1770,1890,2005,2125,2360,9650,21450,28000,The Data-Forged Evolvarch,Evolvarch Recursive Core (The Data-Forged Evolvarch Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Epic,462,30,"3x Aether Reconstructor, 2x Overdrive Ampoule, 19x Meridian Cipher Plate",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q175,175,The Black Meridian Liberated,7 — Siege of the Black Meridian,30,Resolution,Null Cathedral,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",31,1790,1915,2045,2170,2300,2555,9255,22030,0,,Black-Meridian Act-Capstone Relic: Meridian Master Key Tooth,Act Artifact + Set Token,Epic,463,30,"3x Aether Reconstructor, 2x Overdrive Ampoule, 19x Meridian Cipher Plate","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q176,176,The Gate of Sleep Refuses Adults,8 — Shards of the First Dream,31,Investigation,Gate of Sleep,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",32,1670,1790,1910,2030,2150,2385,5615,17550,0,,First-Dream Reputation Writ + Evidence Cache,Reputation / Utility,Epic+,452,31,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 19x Dreamglass Thread","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q177,177,Nima’s Dream Lantern,8 — Shards of the First Dream,31,Rescue,The Childhood District,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",32,1650,1765,1885,2000,2120,2350,6335,18105,0,,First-Dream Field-Survival Cache,Consumable + Utility Cache,Epic+,452,31,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 19x Dreamglass Thread",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q178,178,The Childhood District,8 — Shards of the First Dream,31,Defense,Library of Unlived Days,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",32,1685,1805,1925,2045,2165,2405,7370,19400,0,,First-Dream Field-Survival Cache,Consumable + Utility Cache,Epic+,452,31,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 19x Dreamglass Thread",Sustains difficult play without replacing gear progression.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q179,179,Library of Unlived Days,8 — Shards of the First Dream,31,Stealth,Founders’ Amphitheater,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",32,1620,1740,1855,1970,2085,2315,5965,17550,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,452,31,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 19x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q180,180,Echo of Archivist Pell,8 — Shards of the First Dream,31,Crafting,Nightmare Engine Pit,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",32,1655,1775,1890,2010,2130,2365,6650,18475,0,,First-Dream Class Weapon Calibration Kit,Weapon Upgrade Component,Epic+,452,31,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 19x Dreamglass Thread",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q181,181,A House Built from Regret,8 — Shards of the First Dream,32,Diplomacy,River of Names,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",33,1750,1875,2000,2125,2250,2500,5355,17855,0,,First-Dream Reputation Writ + Evidence Cache,Reputation / Utility,Epic+,464,32,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q182,182,Dreamsmith Oru’s Commission,8 — Shards of the First Dream,32,Exploration,The First Dawn Room,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",33,1740,1860,1985,2110,2235,2485,5840,18255,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,464,32,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q183,183,The Founder Without a Name,8 — Shards of the First Dream,32,Dungeon,Gate of Sleep,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",33,1770,1900,2025,2150,2280,2535,9165,21825,0,,First-Dream Delver Cache: Cloak or Weapon-Mod Choice,Dungeon Gear Choice Cache,Epic+,471,32,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q184,184,Nightmare Engine Pit,8 — Shards of the First Dream,32,Boss,The Childhood District,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",33,1710,1835,1955,2075,2200,2445,10000,22220,0,,First-Dream Elite Spoils Cache: Cloak Pattern,Elite Gear Pattern,Epic+,474,32,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q185,185,The River of Names,8 — Shards of the First Dream,32,Moral,Library of Unlived Days,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",33,1740,1865,1990,2115,2240,2490,6405,18845,0,,First-Dream Bracers Armor Piece,Armor Piece,Epic+,464,32,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q186,186,Sable Veyr’s Remnant,8 — Shards of the First Dream,33,Assault,Founders’ Amphitheater,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",34,1915,2050,2190,2325,2460,2735,9115,22790,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,481,33,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q187,187,"Three Memories, One Door",8 — Shards of the First Dream,33,Escort,Nightmare Engine Pit,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",34,1915,2055,2190,2330,2465,2740,7375,21070,0,,First-Dream Field-Survival Cache,Consumable + Utility Cache,Epic+,476,33,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q188,188,The Architect-Shadow Watches,8 — Shards of the First Dream,33,Puzzle,River of Names,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",34,1885,2020,2155,2290,2425,2705,6945,20425,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,476,33,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q189,189,A Trial of Unchosen Lives,8 — Shards of the First Dream,33,Heist,The First Dawn Room,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",34,1925,2065,2200,2340,2475,2755,7740,21500,0,,First-Dream Technical Cache: Dreamglass Thread Bundle,Crafting / Upgrade Materials,Epic+,476,33,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Supports upgrades but requires additional farmed materials.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q190,190,The First Dream Schema Fragment,8 — Shards of the First Dream,33,Network,Gate of Sleep,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut",34,1925,2065,2200,2340,2475,2750,7740,21495,0,,First-Dream Class Weapon Calibration Kit,Weapon Upgrade Component,Epic+,476,33,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 20x Dreamglass Thread",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,The Childhood District,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",35,2125,2280,2430,2580,2735,3040,7150,22340,0,,First-Dream Reputation Writ + Evidence Cache,Reputation / Utility,Epic+,488,34,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,Library of Unlived Days,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",35,2095,2245,2395,2545,2695,3005,8065,23045,0,,First-Dream Field-Survival Cache,Consumable + Utility Cache,Epic+,488,34,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,Founders’ Amphitheater,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",35,2145,2295,2450,2605,2755,3060,9380,24690,0,,First-Dream Field-Survival Cache,Consumable + Utility Cache,Epic+,488,34,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,Nightmare Engine Pit,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",35,2065,2210,2360,2505,2655,2950,7595,22340,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,488,34,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,River of Names,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",35,2105,2255,2405,2560,2710,3010,8460,23505,0,,First-Dream Amulet Armor Piece,Armor Piece,Epic+,488,34,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,The First Dawn Room,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",36,2065,2215,2360,2510,2660,2955,6330,21095,0,,First-Dream Reputation Writ + Evidence Cache,Reputation / Utility,Epic+,500,35,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,Gate of Sleep,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",36,2095,2240,2390,2540,2690,2995,10830,25780,0,,First-Dream Delver Cache: Amulet or Weapon-Mod Choice,Dungeon Gear Choice Cache,Epic+,507,35,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,The Childhood District,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",36,2085,2235,2385,2535,2685,2980,9940,24845,0,,First-Dream Wayfinder Supply Cache,General Reward Cache,Epic+,505,35,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,Library of Unlived Days,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",36,2020,2165,2310,2455,2600,2890,11810,26250,40000,The Syndicate Lich,Lich-Court Command Scepter (The Syndicate Lich Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Epic+,522,35,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,Founders’ Amphitheater,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",36,2190,2345,2500,2655,2815,3125,11320,26950,0,,First-Dream Act-Capstone Relic: First Dream Schema Strip,Act Artifact + Set Token,Epic+,523,35,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 21x Dreamglass Thread","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,Meridian Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1400,1500,1600,1700,1800,1995,4705,14700,0,,Sevenfold Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,Elderbloom Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1380,1480,1575,1675,1775,1970,5310,15165,0,,Sevenfold Field-Survival Cache,Consumable + Utility Cache,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Sustains difficult play without replacing gear progression.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,Cindervale Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1410,1510,1610,1710,1815,2015,6175,16245,0,,Sevenfold Field-Survival Cache,Consumable + Utility Cache,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q204,204,Elderbloom Front: Rootfire,9 — The Sevenfold Eclipse,36,Stealth,Glass Desert Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1360,1455,1550,1650,1745,1940,5000,14700,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q205,205,Cindervale Front: Chainstorm,9 — The Sevenfold Eclipse,36,Crafting,Pelagos Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1385,1485,1585,1685,1785,1980,5570,15475,0,,Sevenfold Gloves Armor Piece,Armor Piece,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q206,206,Glass Desert Front: Mirrorfall,9 — The Sevenfold Eclipse,36,Diplomacy,Lunarch Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1365,1460,1560,1655,1755,1950,4180,13925,0,,Sevenfold Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q207,207,Pelagos Front: Drowned Sky,9 — The Sevenfold Eclipse,36,Exploration,Dream Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",37,1355,1450,1550,1645,1740,1935,4555,14230,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,512,36,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q208,208,Lunarch Front: Broken Orbit,9 — The Sevenfold Eclipse,37,Dungeon,Meridian Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1625,1740,1855,1970,2090,2320,8400,20000,0,,Sevenfold Delver Cache: Gloves or Weapon-Mod Choice,Dungeon Gear Choice Cache,Legendary,531,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q209,209,Dream Front: Waking Nightmare,9 — The Sevenfold Eclipse,37,Boss,Elderbloom Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1570,1680,1790,1905,2015,2240,9165,20365,0,,Sevenfold Elite Spoils Cache: Gloves Pattern,Elite Gear Pattern,Legendary,534,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q210,210,The First Prime Ward,9 — The Sevenfold Eclipse,37,Moral,Cindervale Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1595,1710,1825,1940,2050,2280,5875,17275,0,,Sevenfold Class Weapon Calibration Kit,Weapon Upgrade Component,Legendary,524,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q211,211,Counter-Sigil Assembly,9 — The Sevenfold Eclipse,37,Assault,Glass Desert Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1620,1735,1850,1965,2080,2315,7710,19275,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,529,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q212,212,Evacuate the Unmapped,9 — The Sevenfold Eclipse,37,Escort,Pelagos Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1620,1740,1855,1970,2085,2315,6235,17820,0,,Sevenfold Field-Survival Cache,Consumable + Utility Cache,Legendary,524,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q213,213,The Choirs Lose Synchrony,9 — The Sevenfold Eclipse,37,Puzzle,Lunarch Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",38,1595,1710,1825,1935,2050,2280,5870,17265,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,524,37,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 22x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q214,214,Caldera’s Last Signal,9 — The Sevenfold Eclipse,38,Heist,Dream Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1810,1940,2070,2200,2330,2585,7275,20210,0,,Sevenfold Technical Cache: Eclipse Sigil Dust Bundle,Crafting / Upgrade Materials,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Supports upgrades but requires additional farmed materials.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
