quest_id,quest_number,quest_title,act,recommended_level,quest_type,subquest_number,subquest_title,subquest_objective,subquest_xp,subquest_reward,monster_gate,allowed_monsters
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,1,Briefing & Suspicion,"Meet Oracle Nima at The Childhood District, record the reported anomaly, and mark three contradictions in the official account.",2125,8x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,2,Scene Sweep,"Inspect Founders’ Amphitheater for physical traces, corrupted aether residue, witness routes, and any signs of staged evidence.",2280,9x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,3,Witness Web,"Interview survivors from Forgotten Founders and Dreamwardens, then compare their timelines against the Starwell pulse log.",2430,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,4,Hidden Trail,"Follow the recovered clue through River of Names, avoiding false leads planted by The Architect-Shadow and memory-corrupted echoes of fallen allies.",2580,10x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,5,Confrontation,"Corner the responsible agent or corrupted system, force a confession or data dump, and survive the countermeasure.",2735,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,6,Case Closure,"Deliver a verified finding to Dreamsmith Oru, update the alliance risk map, and unlock the next operational lead.",3040,Quest-turn-in cache fragment; 11x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,1,Distress Signal,"Triangulate the missing group’s last signal between Library of Unlived Days, Nightmare Engine Pit, and The First Dawn Room.",2095,8x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,2,Safe Route,"Clear hazards, ambush points, or environmental blockers so a rescue team can enter without wiping.",2245,9x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,3,Locate Survivors,"Find captives, wounded scouts, or trapped civilians while identifying which threats are guarding them.",2395,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",2545,10x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while The Architect-Shadow and memory-corrupted echoes of fallen allies tries to cut them off.,2695,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,6,Debrief,"Return the survivors to Echo of Archivist Pell, extract their intelligence, and add their testimony to the main campaign board.",3005,Quest-turn-in cache fragment; 11x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,1,Assess the Line,"Survey Founders’ Amphitheater, identify three weak points, and choose where allied NPC squads should fortify.",2145,8x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Architect-Shadow defenders.",2295,9x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,3,First Wave,"Repel the opening attack from The Architect-Shadow and memory-corrupted echoes of fallen allies while preserving civilians, engineers, or critical structures.",2450,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,4,Mid-Battle Crisis,"Respond to a breach, sabotage event, or elite flank at River of Names before morale collapses.",2605,10x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,5,Counterstrike,"Push out from the line, destroy the attackers’ command node, and defeat their field captain.",2755,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,6,After-Action Lockdown,"Stabilize Gate of Sleep, count losses, recover evidence, and authorize the next campaign movement.",3060,Quest-turn-in cache fragment; 11x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,1,Cover Identity,"Acquire credentials, disguise tokens, or spoofed access from The Nameless Founder without alerting The Architect-Shadow and memory-corrupted echoes of fallen allies.",2065,8x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,2,Patrol Read,"Map guard paths, camera/scrying cones, and alarm relays across Nightmare Engine Pit.",2210,9x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,3,Silent Entry,"Enter The First Dawn Room through a maintenance path, forgotten ritual door, or vertical traversal route.",2360,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,4,Plant or Extract,"Install the needed device, steal the objective item, or copy the restricted records before detection rises.",2505,10x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,5,Clean Exit,"Escape through The Childhood District, erase trace evidence, and protect any undercover allies left inside.",2655,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,6,Intel Hand-Off,"Report to Oracle Nima, compare the intel to existing clues, and flag the next vulnerability.",2950,Quest-turn-in cache fragment; 11x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,1,Specification,"Receive the schematic from Sable Veyr’s Remnant and identify the exact component, calibration, or ritual gap blocking progress.",2105,8x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,2,Rare Components,"Recover parts or reagents from River of Names, Gate of Sleep, and a hostile cache controlled by The Architect-Shadow and memory-corrupted echoes of fallen allies.",2255,9x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,3,Prototype Build,"Assemble the device, cure, key, or upgrade while keeping failure states visible to the player.",2405,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,4,Field Calibration,"Test the prototype in Library of Unlived Days, collect telemetry, and correct one unexpected malfunction.",2560,10x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,5,Workshop Defense,Defend Echo of Archivist Pell and the build site while enemies attempt to interrupt final assembly.,2710,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,6,Deployment,"Install the completed tool into the campaign objective and document what new traversal, combat, or story route it unlocks.",3010,Quest-turn-in cache fragment; 11x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,1,Gain Audience,"Earn entry to a council, war table, or faction court at The First Dawn Room by solving their immediate access demand.",2065,9x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,2,Proof Package,"Collect verifiable proof from The Childhood District, including one witness, one artifact, and one enemy contradiction.",2215,10x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,3,Faction Demands,"Hear the objections of Dreamwardens and Architect-Shadow, then identify the demand that can be satisfied without betraying the main alliance.",2360,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,4,Mediation Trial,"Resolve a staged debate, duel of honor, or public accusation while The Architect-Shadow and memory-corrupted echoes of fallen allies tries to inflame the room.",2510,11x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,5,Binding Action,"Complete the concession, rescue, exchange, or symbolic act required to make the agreement real.",2660,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,6,Accord Ratified,"Return to Oracle Nima, lock in the new ally or resource, and record the consequence for future quests.",2955,Quest-turn-in cache fragment; 12x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,1,Entry Key,"Assemble the access key, ritual phrase, override code, or environmental condition needed to open Gate of Sleep.",2095,9x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,2,First Wing,"Clear the opening section, teaching the dungeon’s signature mechanic through low-risk encounters.",2240,10x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,3,Mechanic Deepening,Solve the mid-dungeon puzzle or traversal gauntlet in Library of Unlived Days while enemies pressure the group.,2390,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,4,Elite Guardian,"Defeat a themed guardian tied to The Architect-Shadow and memory-corrupted echoes of fallen allies, preserving any optional prisoners, records, or artifacts.",2540,11x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,5,Final Chamber,"Activate the core mechanism, survive a hazard spike, and claim or purify the First Dream Schema.",2690,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,6,Dungeon Exit,"Escape collapse, corruption, or lockdown and brief The Nameless Founder on what the dungeon revealed.",2995,Quest-turn-in cache fragment; 12x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,1,Battle Plan,"Coordinate with Dreamsmith Oru, assign allied squads, and identify the primary breach point at The Childhood District.",2085,9x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,2,Forward Push,Capture the outer objective while avoiding unnecessary damage to civilians or vital systems.,2235,10x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,3,Disable Support,"Destroy artillery, ritual anchors, drone relays, or elite reinforcements linked to The Architect-Shadow and memory-corrupted echoes of fallen allies.",2385,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,4,Interior Fight,"Move through Founders’ Amphitheater, clear resistance, and keep the main objective from going into lockdown.",2535,11x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,5,Command Node,"Defeat the commander, seize the records or control interface, and prevent a last-second scuttle.",2685,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,6,Occupation Protocol,"Secure River of Names, hand control to allies, and verify that the assault achieved the story purpose.",2980,Quest-turn-in cache fragment; 12x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,1,Boss Intel,"Gather three tells, resistances, or arena hazards connected to the boss force under The Architect-Shadow and memory-corrupted echoes of fallen allies.",2020,9x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,2,Arena Preparation,"Disable shields, open safe lanes, and position allied supports around Library of Unlived Days.",2165,10x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,3,Phase One,"Engage the boss, learn the baseline pattern, and interrupt the first wipe mechanic.",2310,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,4,Phase Two Crisis,"Handle adds, environmental shifts, or corrupted allies as the fight escalates.",2455,11x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,5,Final Break,"Exploit the revealed weakness, defeat the boss, and choose whether to capture, cleanse, or destroy the remnant.",2600,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,6,Victory Consequence,"Secure the First Dream Schema, report to The Nameless Founder, and unlock the next act-level route or political consequence.",2890,Quest-turn-in cache fragment; 12x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,1,Consequence Review,"Meet Sable Veyr’s Remnant, Echo of Archivist Pell, and a faction representative to review what changed after the prior conflict.",2190,9x Dreamglass Thread; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,2,Loose Ends,"Resolve one survivor need, one political risk, and one technical or magical instability at Founders’ Amphitheater.",2345,10x Dreamglass Thread; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,3,Public Moment,"Deliver a speech, trial result, memorial, coronation, or reveal that translates victory into social change.",2500,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,4,Future Threat,"Discover the next act’s clue through a relic, transmission, prisoner confession, or dream vision.",2655,11x Dreamglass Thread; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,5,Unlock,"Open the new route, allied ability, world system, or hub upgrade needed for the next major arc.",2815,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,6,Act Transition,Commit the party to the next destination and preserve one emotional beat for long-term payoff.,3125,Quest-turn-in cache fragment; 12x Dreamglass Thread,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,1,Briefing & Suspicion,"Meet General Lyra Voss at Meridian Front, record the reported anomaly, and mark three contradictions in the official account.",1400,9x Eclipse Sigil Dust; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,2,Scene Sweep,"Inspect Cindervale Front for physical traces, corrupted aether residue, witness routes, and any signs of staged evidence.",1500,10x Eclipse Sigil Dust; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,3,Witness Web,"Interview survivors from United Accord and Prime Wards, then compare their timelines against the Starwell pulse log.",1600,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,4,Hidden Trail,"Follow the recovered clue through Pelagos Front, avoiding false leads planted by The Eclipse Engine and its seven Prime Wards.",1700,11x Eclipse Sigil Dust; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,5,Confrontation,"Corner the responsible agent or corrupted system, force a confession or data dump, and survive the countermeasure.",1800,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,6,Case Closure,"Deliver a verified finding to Foreman Oda Marr, update the alliance risk map, and unlock the next operational lead.",1995,Quest-turn-in cache fragment; 12x Eclipse Sigil Dust,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,1,Distress Signal,"Triangulate the missing group’s last signal between Elderbloom Front, Glass Desert Front, and Lunarch Front.",1380,9x Eclipse Sigil Dust; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,2,Safe Route,"Clear hazards, ambush points, or environmental blockers so a rescue team can enter without wiping.",1480,10x Eclipse Sigil Dust; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,3,Locate Survivors,"Find captives, wounded scouts, or trapped civilians while identifying which threats are guarding them.",1575,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",1675,11x Eclipse Sigil Dust; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while The Eclipse Engine and its seven Prime Wards tries to cut them off.,1775,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,6,Debrief,"Return the survivors to Matriarch Ilyra Thorne, extract their intelligence, and add their testimony to the main campaign board.",1970,Quest-turn-in cache fragment; 12x Eclipse Sigil Dust,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,1,Assess the Line,"Survey Cindervale Front, identify three weak points, and choose where allied NPC squads should fortify.",1410,9x Eclipse Sigil Dust; scouting reputation +1,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Civilian Militias defenders.",1510,10x Eclipse Sigil Dust; 1x Eclipse Recovery Flask,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,3,First Wave,"Repel the opening attack from The Eclipse Engine and its seven Prime Wards while preserving civilians, engineers, or critical structures.",1610,Faction scrip +4; 1x Combo-Lock Capsule,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,4,Mid-Battle Crisis,"Respond to a breach, sabotage event, or elite flank at Pelagos Front before morale collapses.",1710,11x Eclipse Sigil Dust; repair parts bundle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,5,Counterstrike,"Push out from the line, destroy the attackers’ command node, and defeat their field captain.",1815,1x Eclipse Recovery Flask; 1x Combo-Lock Capsule; encounter cache key fragment,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,6,After-Action Lockdown,"Stabilize Dream Front, count losses, recover evidence, and authorize the next campaign movement.",2015,Quest-turn-in cache fragment; 12x Eclipse Sigil Dust,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly"
