quest_id,quest_number,quest_title,act,recommended_level,quest_type,original_primary_location,required_world_map_location,map_category,location_min_level,difficulty_band,required_primary_sublocation,secondary_sublocations,subquest_area_path,map_coverage_purpose,enemy_gate,gating_status
Q140,140,Keystone in Three Shadows,6 — The Hollow Moon War,23,Network,Cratergate,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Anti-Gravity Trauma Bay,Floating Equipment Ward | Reality-Tear Recovery Room | Looping Clinical Hall,Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > Looping Clinical Hall > Cratergate > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q141,141,Sabotage the Anchor Field,6 — The Hollow Moon War,24,Investigation,The Upside Citadel,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Floating Equipment Ward,Reality-Tear Recovery Room | Looping Clinical Hall | Stretched Operating Corridor,Floating Equipment Ward > Reality-Tear Recovery Room > Looping Clinical Hall > Stretched Operating Corridor > The Upside Citadel > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q142,142,Mirror-Twin Betrayal,6 — The Hollow Moon War,24,Rescue,Mirror Barrens,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Drafting Server Wall,Code-Revision Arena | World-State Compiler Core | Hard-Light Data Bridge,Drafting Server Wall > Code-Revision Arena > World-State Compiler Core > Hard-Light Data Bridge > Mirror Barrens > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q143,143,The Pale Regent’s Masquerade,6 — The Hollow Moon War,24,Defense,Silver Monastery,The Deprecated Repositories,Abandoned Architectures,22,Mid-to-Late,Refunding Bridge Span,Fragmented Core Node | Half-Built Vault Floor | Despawning Platform Gauntlet,Refunding Bridge Span > Fragmented Core Node > Half-Built Vault Floor > Despawning Platform Gauntlet > Silver Monastery > The Deprecated Repositories exit / hub-state update,Unstable canceled vault with refunding platforms and exposed digital code,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q144,144,Lunarch Civil War,6 — The Hollow Moon War,24,Stealth,Orbital Anchor Field,The Shut-Down Academies,Abandoned Architectures,23,Mid-to-Late,Overgrown Courtyard,Locked Drill Yard | Abandoned Strategy Theater | Empty Lecture Hall,Overgrown Courtyard > Locked Drill Yard > Abandoned Strategy Theater > Empty Lecture Hall > Orbital Anchor Field > The Shut-Down Academies exit / hub-state update,Abandoned tactical campus with lethal training simulations,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q145,145,The Upside Citadel Falls,6 — The Hollow Moon War,24,Crafting,The Weightless Archive,The Voyage Incubator,Abandoned Architectures,23,Mid-to-Late,Prototype Acceleration Pit,Tundra-to-Desert Test Room | Incubator Control Theatre | Cultivation Tube Hall,Prototype Acceleration Pit > Tundra-to-Desert Test Room > Incubator Control Theatre > Cultivation Tube Hall > The Weightless Archive > The Voyage Incubator exit / hub-state update,Research facility where prototypes and arena biomes rapidly mutate,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q146,146,Orbit Burns Blue,6 — The Hollow Moon War,25,Diplomacy,Pale Court Theater,The Alternating Archives,Grand Libraries & Data Vaults,24,Mid-to-Late,Odd-Floor Gravity Stack,Even-Floor Ceiling Walk | Front-Matter Guard Hall | Index Lift of 356,Odd-Floor Gravity Stack > Even-Floor Ceiling Walk > Front-Matter Guard Hall > Index Lift of 356 > Pale Court Theater > The Alternating Archives exit / hub-state update,356-level library with odd/even gravity inversion floors,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q147,147,Resolve the Paradox,6 — The Hollow Moon War,25,Dungeon,Cratergate,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,25,Mid-to-Late,Red-Pen Laser Lane,Revision Chamber Floor | Critique Grid Bridge | Health-Bar Edit Sweep,Red-Pen Laser Lane > Revision Chamber Floor > Critique Grid Bridge > Health-Bar Edit Sweep > Cratergate > The Marlowe Editing Protocol exit / hub-state update,Geometric processing chamber where combat rules are revised in real time,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q148,148,Storm the Pale Court Theater,6 — The Hollow Moon War,25,Assault,The Upside Citadel,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,25,Mid-to-Late,Grid-Savanna Start,Evolution Bloom Field | Rhythm-Pattern Grove | Data-Fauna Migration Path,Grid-Savanna Start > Evolution Bloom Field > Rhythm-Pattern Grove > Data-Fauna Migration Path > The Upside Citadel > The Pocket-Monster Data Plains exit / hub-state update,Evolutionary digital savanna driven by combo rhythm and fauna mutation,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q149,149,Break the Moon Siege Anchor,6 — The Hollow Moon War,25,Boss,Mirror Barrens,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Reality-Tear Recovery Room,Looping Clinical Hall | Stretched Operating Corridor | Anti-Gravity Trauma Bay,Reality-Tear Recovery Room > Looping Clinical Hall > Stretched Operating Corridor > Anti-Gravity Trauma Bay > Mirror Barrens > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q150,150,The Hollow Moon Remembers,6 — The Hollow Moon War,25,Resolution,Silver Monastery,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Code-Revision Arena,World-State Compiler Core | Hard-Light Data Bridge | Central Processing Chasm,Code-Revision Arena > World-State Compiler Core > Hard-Light Data Bridge > Central Processing Chasm > Silver Monastery > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q151,151,The Armies Arrive Separately,7 — Siege of the Black Meridian,26,Investigation,Outer Siege Lines,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Fortified Elevator Shaft,Shareholder Observation Suite | Executive Combat Floor | Director Vance Broadcast Room,Fortified Elevator Shaft > Shareholder Observation Suite > Executive Combat Floor > Director Vance Broadcast Room > Outer Siege Lines > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q152,152,Outer Siege Line Council,7 — Siege of the Black Meridian,26,Rescue,East Aqueduct Wall,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Looping Clinical Hall,Stretched Operating Corridor | Anti-Gravity Trauma Bay | Floating Equipment Ward,Looping Clinical Hall > Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > East Aqueduct Wall > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q153,153,Aqueduct Wall Weakpoint,7 — Siege of the Black Meridian,26,Defense,The Senatorial Maze,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,World-State Compiler Core,Hard-Light Data Bridge | Central Processing Chasm | Drafting Server Wall,World-State Compiler Core > Hard-Light Data Bridge > Central Processing Chasm > Drafting Server Wall > The Senatorial Maze > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q154,154,Civilian Ward Evacuation,7 — Siege of the Black Meridian,26,Stealth,Null Cathedral,The Lunar Readiness Base,Orbital & Cosmic Fronts,26,Late,Crater Training Field,Broken Launch Gantry | Low-G Jump Range | Derelict Vessel Skeleton,Crater Training Field > Broken Launch Gantry > Low-G Jump Range > Derelict Vessel Skeleton > Null Cathedral > The Lunar Readiness Base exit / hub-state update,Cratered low-gravity base with launch gantries and old vessels,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q155,155,The Senatorial Maze,7 — Siege of the Black Meridian,26,Crafting,Civic Catacombs,The Urban Sprawl,Central Hub,1,Early,Spire-Foot Transit Plaza,Lower Civic Ring | Collapsed Skywalk Lanes | Alliance Muster Square,Spire-Foot Transit Plaza > Lower Civic Ring > Collapsed Skywalk Lanes > Alliance Muster Square > Civic Catacombs > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q156,156,Null Paladin Patrol Codes,7 — Siege of the Black Meridian,27,Diplomacy,Meridian Switchyard,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Oligarch Glass Suite,Glass Lobby Atrium | Executive Lift Shafts | Atmospheric Observation Deck,Oligarch Glass Suite > Glass Lobby Atrium > Executive Lift Shafts > Atmospheric Observation Deck > Meridian Switchyard > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q157,157,Sera Nox’s Deep Cover,7 — Siege of the Black Meridian,27,Exploration,Chancellor’s Bastion,The Urban Sprawl,Central Hub,1,Early,Lower Civic Ring,Collapsed Skywalk Lanes | Alliance Muster Square | Old Wayfinder Stairs,Lower Civic Ring > Collapsed Skywalk Lanes > Alliance Muster Square > Old Wayfinder Stairs > Chancellor’s Bastion > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q158,158,The Bastion Guns,7 — Siege of the Black Meridian,27,Dungeon,Outer Siege Lines,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Glass Lobby Atrium,Executive Lift Shafts | Atmospheric Observation Deck | Star-Elevator Spine,Glass Lobby Atrium > Executive Lift Shafts > Atmospheric Observation Deck > Star-Elevator Spine > Outer Siege Lines > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q159,159,Renn’s Floodgate Gambit,7 — Siege of the Black Meridian,27,Boss,East Aqueduct Wall,The Raid-Rush Choke Points,Urban Sprawl & Transit Networks,3,Early,Militia Sensor Nest,Kill-Lane Overpass | Fallback Ammunition Yard | Barricade Gate Alpha,Militia Sensor Nest > Kill-Lane Overpass > Fallback Ammunition Yard > Barricade Gate Alpha > East Aqueduct Wall > The Raid-Rush Choke Points exit / hub-state update,Swarm-lane defense arena for fodder-control mastery,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q160,160,Varo’s Royal Claim,7 — Siege of the Black Meridian,27,Moral,The Senatorial Maze,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Shareholder Observation Suite,Executive Combat Floor | Director Vance Broadcast Room | Pristine Glass Lobby,Shareholder Observation Suite > Executive Combat Floor > Director Vance Broadcast Room > Pristine Glass Lobby > The Senatorial Maze > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q161,161,Asha Holds the Skybridge,7 — Siege of the Black Meridian,28,Assault,Null Cathedral,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Stretched Operating Corridor,Anti-Gravity Trauma Bay | Floating Equipment Ward | Reality-Tear Recovery Room,Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > Null Cathedral > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q162,162,Civic Catacomb Routes,7 — Siege of the Black Meridian,28,Escort,Civic Catacombs,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Hard-Light Data Bridge,Central Processing Chasm | Drafting Server Wall | Code-Revision Arena,Hard-Light Data Bridge > Central Processing Chasm > Drafting Server Wall > Code-Revision Arena > Civic Catacombs > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q163,163,The Senate Hostage Vote,7 — Siege of the Black Meridian,28,Puzzle,Meridian Switchyard,The Lunar Readiness Base,Orbital & Cosmic Fronts,26,Late,Broken Launch Gantry,Low-G Jump Range | Derelict Vessel Skeleton | Lunar Drill Bunker,Broken Launch Gantry > Low-G Jump Range > Derelict Vessel Skeleton > Lunar Drill Bunker > Meridian Switchyard > The Lunar Readiness Base exit / hub-state update,Cratered low-gravity base with launch gantries and old vessels,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q164,164,Null Cathedral Black Mass,7 — Siege of the Black Meridian,28,Heist,Chancellor’s Bastion,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Shattered Solar Panel Field,Curvature View Deck | Zero-G Debris Lane | Tether Docking Ring,Shattered Solar Panel Field > Curvature View Deck > Zero-G Debris Lane > Tether Docking Ring > Chancellor’s Bastion > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q165,165,Master Key Components,7 — Siege of the Black Meridian,28,Network,Outer Siege Lines,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Executive Lift Shafts,Atmospheric Observation Deck | Star-Elevator Spine | Oligarch Glass Suite,Executive Lift Shafts > Atmospheric Observation Deck > Star-Elevator Spine > Oligarch Glass Suite > Outer Siege Lines > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q166,166,Break the Bastion Guns,7 — Siege of the Black Meridian,29,Investigation,East Aqueduct Wall,The Urban Sprawl,Central Hub,1,Early,Collapsed Skywalk Lanes,Alliance Muster Square | Old Wayfinder Stairs | Spire-Foot Transit Plaza,Collapsed Skywalk Lanes > Alliance Muster Square > Old Wayfinder Stairs > Spire-Foot Transit Plaza > East Aqueduct Wall > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q167,167,Turn the Ward Councils,7 — Siege of the Black Meridian,29,Rescue,The Senatorial Maze,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Atmospheric Observation Deck,Star-Elevator Spine | Oligarch Glass Suite | Glass Lobby Atrium,Atmospheric Observation Deck > Star-Elevator Spine > Oligarch Glass Suite > Glass Lobby Atrium > The Senatorial Maze > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q168,168,The Chancellor’s Double,7 — Siege of the Black Meridian,29,Defense,Null Cathedral,The Raid-Rush Choke Points,Urban Sprawl & Transit Networks,3,Early,Kill-Lane Overpass,Fallback Ammunition Yard | Barricade Gate Alpha | Crush-Gate Corridor,Kill-Lane Overpass > Fallback Ammunition Yard > Barricade Gate Alpha > Crush-Gate Corridor > Null Cathedral > The Raid-Rush Choke Points exit / hub-state update,Swarm-lane defense arena for fodder-control mastery,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q169,169,Battle for East Aqueduct,7 — Siege of the Black Meridian,29,Stealth,Civic Catacombs,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Executive Combat Floor,Director Vance Broadcast Room | Pristine Glass Lobby | Fortified Elevator Shaft,Executive Combat Floor > Director Vance Broadcast Room > Pristine Glass Lobby > Fortified Elevator Shaft > Civic Catacombs > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q170,170,The Catacombs Ignite,7 — Siege of the Black Meridian,29,Crafting,Meridian Switchyard,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Anti-Gravity Trauma Bay,Floating Equipment Ward | Reality-Tear Recovery Room | Looping Clinical Hall,Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > Looping Clinical Hall > Meridian Switchyard > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q171,171,The Null Cathedral Falls,7 — Siege of the Black Meridian,30,Diplomacy,Chancellor’s Bastion,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Central Processing Chasm,Drafting Server Wall | Code-Revision Arena | World-State Compiler Core,Central Processing Chasm > Drafting Server Wall > Code-Revision Arena > World-State Compiler Core > Chancellor’s Bastion > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q172,172,Unlock the Meridian Switchyard,7 — Siege of the Black Meridian,30,Dungeon,Outer Siege Lines,The Lunar Readiness Base,Orbital & Cosmic Fronts,26,Late,Low-G Jump Range,Derelict Vessel Skeleton | Lunar Drill Bunker | Crater Training Field,Low-G Jump Range > Derelict Vessel Skeleton > Lunar Drill Bunker > Crater Training Field > Outer Siege Lines > The Lunar Readiness Base exit / hub-state update,Cratered low-gravity base with launch gantries and old vessels,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q173,173,Duel in the Senatorial Maze,7 — Siege of the Black Meridian,30,Assault,East Aqueduct Wall,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Curvature View Deck,Zero-G Debris Lane | Tether Docking Ring | Solis Artillery Console,Curvature View Deck > Zero-G Debris Lane > Tether Docking Ring > Solis Artillery Console > East Aqueduct Wall > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q174,174,Expose Chancellor Thorne,7 — Siege of the Black Meridian,30,Boss,The Senatorial Maze,The Planet Defense Perimeter,Orbital & Cosmic Fronts,29,Late,Orbital Bombardment Lane,Energy Shield Lattice | Automated Turret Ring | Upper Atmosphere Gate,Orbital Bombardment Lane > Energy Shield Lattice > Automated Turret Ring > Upper Atmosphere Gate > The Senatorial Maze > The Planet Defense Perimeter exit / hub-state update,Automated orbital turret and shield ring protecting the upper atmosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q175,175,The Black Meridian Liberated,7 — Siege of the Black Meridian,30,Resolution,Null Cathedral,The Urban Sprawl,Central Hub,1,Early,Alliance Muster Square,Old Wayfinder Stairs | Spire-Foot Transit Plaza | Lower Civic Ring,Alliance Muster Square > Old Wayfinder Stairs > Spire-Foot Transit Plaza > Lower Civic Ring > Null Cathedral > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q176,176,The Gate of Sleep Refuses Adults,8 — Shards of the First Dream,31,Investigation,Gate of Sleep,The Canceled Supabase,Corporate & Quarantine Sectors,31,Late,Missing Terrain Span,Rollback Platform Field | Version-Control Core | Half-Deployed Service Gate,Missing Terrain Span > Rollback Platform Field > Version-Control Core > Half-Deployed Service Gate > Gate of Sleep > The Canceled Supabase exit / hub-state update,Unstable version-control architecture where terrain reverts mid-combat,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q177,177,Nima’s Dream Lantern,8 — Shards of the First Dream,31,Rescue,The Childhood District,The Alternating Archives,Grand Libraries & Data Vaults,24,Mid-to-Late,Even-Floor Ceiling Walk,Front-Matter Guard Hall | Index Lift of 356 | Inverted Reading Chamber,Even-Floor Ceiling Walk > Front-Matter Guard Hall > Index Lift of 356 > Inverted Reading Chamber > The Childhood District > The Alternating Archives exit / hub-state update,356-level library with odd/even gravity inversion floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q178,178,The Childhood District,8 — Shards of the First Dream,31,Defense,Library of Unlived Days,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Hidden Canopy Entrance,Holographic Archivist Hall | Anti-Gravity Stack Room | History Preservation Vault,Hidden Canopy Entrance > Holographic Archivist Hall > Anti-Gravity Stack Room > History Preservation Vault > Library of Unlived Days > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q179,179,Library of Unlived Days,8 — Shards of the First Dream,31,Stealth,Founders’ Amphitheater,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,25,Mid-to-Late,Revision Chamber Floor,Critique Grid Bridge | Health-Bar Edit Sweep | Protocol Judgment Stage,Revision Chamber Floor > Critique Grid Bridge > Health-Bar Edit Sweep > Protocol Judgment Stage > Founders’ Amphitheater > The Marlowe Editing Protocol exit / hub-state update,Geometric processing chamber where combat rules are revised in real time,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q180,180,Echo of Archivist Pell,8 — Shards of the First Dream,31,Crafting,Nightmare Engine Pit,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,25,Mid-to-Late,Evolution Bloom Field,Rhythm-Pattern Grove | Data-Fauna Migration Path | Mega-Evolution Hazard Ring,Evolution Bloom Field > Rhythm-Pattern Grove > Data-Fauna Migration Path > Mega-Evolution Hazard Ring > Nightmare Engine Pit > The Pocket-Monster Data Plains exit / hub-state update,Evolutionary digital savanna driven by combo rhythm and fauna mutation,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q181,181,A House Built from Regret,8 — Shards of the First Dream,32,Diplomacy,River of Names,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Blank Page Expanse,Unrendered Ledge Field | Draw-In Geometry Corridor | Invisible Wall Trial,Blank Page Expanse > Unrendered Ledge Field > Draw-In Geometry Corridor > Invisible Wall Trial > River of Names > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q182,182,Dreamsmith Oru’s Commission,8 — Shards of the First Dream,32,Exploration,The First Dawn Room,The Deprecated Repositories,Abandoned Architectures,22,Mid-to-Late,Fragmented Core Node,Half-Built Vault Floor | Despawning Platform Gauntlet | Exposed Code Frameworks,Fragmented Core Node > Half-Built Vault Floor > Despawning Platform Gauntlet > Exposed Code Frameworks > The First Dawn Room > The Deprecated Repositories exit / hub-state update,Unstable canceled vault with refunding platforms and exposed digital code,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q183,183,The Founder Without a Name,8 — Shards of the First Dream,32,Dungeon,Gate of Sleep,The Deprecated Repositories,Abandoned Architectures,22,Mid-to-Late,Half-Built Vault Floor,Despawning Platform Gauntlet | Exposed Code Frameworks | Refunding Bridge Span,Half-Built Vault Floor > Despawning Platform Gauntlet > Exposed Code Frameworks > Refunding Bridge Span > Gate of Sleep > The Deprecated Repositories exit / hub-state update,Unstable canceled vault with refunding platforms and exposed digital code,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q184,184,Nightmare Engine Pit,8 — Shards of the First Dream,32,Boss,The Childhood District,The Rhyming Labyrinths,Ethereal & Abstract Zones,19,Mid,Spoken-Word Switch Maze,Rhyme-Locked Blast Doors | Metered Combat Room | Echo-Couplet Exit,Spoken-Word Switch Maze > Rhyme-Locked Blast Doors > Metered Combat Room > Echo-Couplet Exit > The Childhood District > The Rhyming Labyrinths exit / hub-state update,Surreal rhyme-logic dimension where cadence opens routes,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q185,185,The River of Names,8 — Shards of the First Dream,32,Moral,Library of Unlived Days,The Canceled Supabase,Corporate & Quarantine Sectors,31,Late,Rollback Platform Field,Version-Control Core | Half-Deployed Service Gate | Reverting Floor Gauntlet,Rollback Platform Field > Version-Control Core > Half-Deployed Service Gate > Reverting Floor Gauntlet > Library of Unlived Days > The Canceled Supabase exit / hub-state update,Unstable version-control architecture where terrain reverts mid-combat,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q186,186,Sable Veyr’s Remnant,8 — Shards of the First Dream,33,Assault,Founders’ Amphitheater,The Alternating Archives,Grand Libraries & Data Vaults,24,Mid-to-Late,Front-Matter Guard Hall,Index Lift of 356 | Inverted Reading Chamber | Odd-Floor Gravity Stack,Front-Matter Guard Hall > Index Lift of 356 > Inverted Reading Chamber > Odd-Floor Gravity Stack > Founders’ Amphitheater > The Alternating Archives exit / hub-state update,356-level library with odd/even gravity inversion floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
