event_id,event_title,world_map_location,sublocation,required_player_level,monster,variant_name,role_in_event,standard_level,effective_event_level,standard_hp,event_hp,standard_damage,event_damage,standard_armor,event_armor,standard_shield,event_shield,standard_stagger_resistance,event_stagger_resistance,standard_speed_scalar,event_speed_scalar,standard_base_xp,event_xp_reward,mechanic_basis,raised_from_standard_summary
SEV-001,Overcharged Incident: Spire-Foot Transit Plaza,The Urban Sprawl,Spire-Foot Transit Plaza,20,Null Anomaly,Overcharged Null Anomaly,Primary Variant / Event Anchor,20,22,18000,25752,560,736,35,43,90,107,105,129,1.1,1.15,12000,0,Echo Splintering; Gravity Reversal,HP x1.43; DMG x1.31; ARM x1.23
SEV-164,Overcharged Incident: Tundra-to-Desert Test Room,The Voyage Incubator,Tundra-to-Desert Test Room,37,Scrap-Stalker,Overcharged Scrap-Stalker,Support Variant 2,28,39,2600,14836,190,718,35,77,20,42,55,124,1.35,1.55,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x5.71; DMG x3.78; ARM x2.19
SEV-165,Bark-Crowned Incident: Incubator Control Theatre,The Voyage Incubator,Incubator Control Theatre,37,Null Anomaly,Bark-Crowned Null Anomaly,Primary Variant / Event Anchor,20,40,18000,128455,560,2553,35,96,90,240,105,295,1.1,1.2,12000,0,Echo Splintering; Gravity Reversal,HP x7.14; DMG x4.56; ARM x2.74
SEV-165,Bark-Crowned Incident: Incubator Control Theatre,The Voyage Incubator,Incubator Control Theatre,37,Nexus Swarmers,Bark-Crowned Nexus Swarmers,Support Variant 1,26,39,500,3452,40,176,10,23,15,34,20,48,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x6.90; DMG x4.41; ARM x2.35
SEV-165,Bark-Crowned Incident: Incubator Control Theatre,The Voyage Incubator,Incubator Control Theatre,37,Void Anomaly,Bark-Crowned Void Anomaly,Support Variant 2,32,39,4200,16369,300,833,20,38,60,111,90,177,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x3.90; DMG x2.78; ARM x1.91
SEV-166,Null-Branded Incident: Odd-Floor Gravity Stack,The Alternating Archives,Odd-Floor Gravity Stack,38,Null Anomaly,Null-Branded Null Anomaly,Primary Variant / Event Anchor,20,41,18000,138089,560,2706,35,99,90,248,105,305,1.1,1.2,12000,0,Echo Splintering; Gravity Reversal,HP x7.67; DMG x4.83; ARM x2.83
SEV-166,Null-Branded Incident: Odd-Floor Gravity Stack,The Alternating Archives,Odd-Floor Gravity Stack,38,Nexus Warden,Null-Branded Nexus Warden,Support Variant 1,27,40,3500,24166,180,793,50,117,75,170,75,182,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x6.90; DMG x4.41; ARM x2.35
SEV-166,Null-Branded Incident: Odd-Floor Gravity Stack,The Alternating Archives,Odd-Floor Gravity Stack,38,Nexus Swarmers,Null-Branded Nexus Swarmers,Support Variant 2,26,40,500,3797,40,190,10,24,15,35,20,50,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x7.59; DMG x4.76; ARM x2.43
SEV-167,Grav-Torn Incident: Even-Floor Ceiling Walk,The Alternating Archives,Even-Floor Ceiling Walk,39,Data-Forged Evolvarch,Grav-Torn Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,152053,1000,2861,85,177,125,253,135,288,0.95,1.04,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.00; DMG x2.86; ARM x2.08
SEV-167,Grav-Torn Incident: Even-Floor Ceiling Walk,The Alternating Archives,Even-Floor Ceiling Walk,39,Void Anomaly,Grav-Torn Void Anomaly,Support Variant 1,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-167,Grav-Torn Incident: Even-Floor Ceiling Walk,The Alternating Archives,Even-Floor Ceiling Walk,39,Nexus Warden,Grav-Torn Nexus Warden,Support Variant 2,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-168,Ablative Incident: Front-Matter Guard Hall,The Alternating Archives,Front-Matter Guard Hall,39,Syndicate Lich,Ablative Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,144935,1250,2672,70,122,150,255,115,207,0.95,1.04,40000,0,Issuing Orders; Combo-Locked Shielding,HP x2.79; DMG x2.14; ARM x1.75
SEV-168,Ablative Incident: Front-Matter Guard Hall,The Alternating Archives,Front-Matter Guard Hall,39,Nexus Swarmers,Ablative Nexus Swarmers,Support Variant 1,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-168,Ablative Incident: Front-Matter Guard Hall,The Alternating Archives,Front-Matter Guard Hall,39,Void Anomaly,Ablative Void Anomaly,Support Variant 2,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-169,Phase-Bound Incident: Index Lift of 356,The Alternating Archives,Index Lift of 356,39,Null Anomaly,Phase-Bound Null Anomaly,Primary Variant / Event Anchor,20,42,18000,148446,560,2869,35,103,90,257,105,316,1.1,1.2,12000,0,Echo Splintering; Gravity Reversal,HP x8.25; DMG x5.12; ARM x2.93
SEV-169,Phase-Bound Incident: Index Lift of 356,The Alternating Archives,Index Lift of 356,39,Nexus Warden,Phase-Bound Nexus Warden,Support Variant 1,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-169,Phase-Bound Incident: Index Lift of 356,The Alternating Archives,Index Lift of 356,39,Nexus Swarmers,Phase-Bound Nexus Swarmers,Support Variant 2,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-170,Venom-Laced Incident: Inverted Reading Chamber,The Alternating Archives,Inverted Reading Chamber,39,Data-Forged Evolvarch,Venom-Laced Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,152053,1000,2861,85,177,125,253,135,288,0.95,1.04,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.00; DMG x2.86; ARM x2.08
SEV-170,Venom-Laced Incident: Inverted Reading Chamber,The Alternating Archives,Inverted Reading Chamber,39,Void Anomaly,Venom-Laced Void Anomaly,Support Variant 1,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-170,Venom-Laced Incident: Inverted Reading Chamber,The Alternating Archives,Inverted Reading Chamber,39,Nexus Warden,Venom-Laced Nexus Warden,Support Variant 2,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-171,Warden-Fused Incident: Red-Pen Laser Lane,The Marlowe Editing Protocol,Red-Pen Laser Lane,39,Syndicate Lich,Warden-Fused Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,144935,1250,2672,70,122,150,255,115,207,0.95,1.04,40000,0,Issuing Orders; Combo-Locked Shielding,HP x2.79; DMG x2.14; ARM x1.75
SEV-171,Warden-Fused Incident: Red-Pen Laser Lane,The Marlowe Editing Protocol,Red-Pen Laser Lane,39,Nexus Swarmers,Warden-Fused Nexus Swarmers,Support Variant 1,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-171,Warden-Fused Incident: Red-Pen Laser Lane,The Marlowe Editing Protocol,Red-Pen Laser Lane,39,Void Anomaly,Warden-Fused Void Anomaly,Support Variant 2,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-172,Sovereign-Touched Incident: Revision Chamber Floor,The Marlowe Editing Protocol,Revision Chamber Floor,39,Null Anomaly,Sovereign-Touched Null Anomaly,Primary Variant / Event Anchor,20,42,18000,148446,560,2869,35,103,90,257,105,316,1.1,1.2,12000,0,Echo Splintering; Gravity Reversal,HP x8.25; DMG x5.12; ARM x2.93
SEV-172,Sovereign-Touched Incident: Revision Chamber Floor,The Marlowe Editing Protocol,Revision Chamber Floor,39,Nexus Warden,Sovereign-Touched Nexus Warden,Support Variant 1,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-172,Sovereign-Touched Incident: Revision Chamber Floor,The Marlowe Editing Protocol,Revision Chamber Floor,39,Nexus Swarmers,Sovereign-Touched Nexus Swarmers,Support Variant 2,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-173,Data-Forged Incident: Critique Grid Bridge,The Marlowe Editing Protocol,Critique Grid Bridge,39,Data-Forged Evolvarch,Data-Forged Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,152053,1000,2861,85,177,125,253,135,288,0.95,1.04,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.00; DMG x2.86; ARM x2.08
SEV-173,Data-Forged Incident: Critique Grid Bridge,The Marlowe Editing Protocol,Critique Grid Bridge,39,Void Anomaly,Data-Forged Void Anomaly,Support Variant 1,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-173,Data-Forged Incident: Critique Grid Bridge,The Marlowe Editing Protocol,Critique Grid Bridge,39,Nexus Warden,Data-Forged Nexus Warden,Support Variant 2,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-174,Ash-Baptized Incident: Health-Bar Edit Sweep,The Marlowe Editing Protocol,Health-Bar Edit Sweep,39,Syndicate Lich,Ash-Baptized Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,144935,1250,2672,70,122,150,255,115,207,0.95,1.04,40000,0,Issuing Orders; Combo-Locked Shielding,HP x2.79; DMG x2.14; ARM x1.75
SEV-174,Ash-Baptized Incident: Health-Bar Edit Sweep,The Marlowe Editing Protocol,Health-Bar Edit Sweep,39,Nexus Swarmers,Ash-Baptized Nexus Swarmers,Support Variant 1,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-174,Ash-Baptized Incident: Health-Bar Edit Sweep,The Marlowe Editing Protocol,Health-Bar Edit Sweep,39,Void Anomaly,Ash-Baptized Void Anomaly,Support Variant 2,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-175,Tide-Broken Incident: Protocol Judgment Stage,The Marlowe Editing Protocol,Protocol Judgment Stage,39,Null Anomaly,Tide-Broken Null Anomaly,Primary Variant / Event Anchor,20,42,18000,148446,560,2869,35,103,90,257,105,316,1.1,1.2,12000,0,Echo Splintering; Gravity Reversal,HP x8.25; DMG x5.12; ARM x2.93
SEV-175,Tide-Broken Incident: Protocol Judgment Stage,The Marlowe Editing Protocol,Protocol Judgment Stage,39,Nexus Warden,Tide-Broken Nexus Warden,Support Variant 1,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-175,Tide-Broken Incident: Protocol Judgment Stage,The Marlowe Editing Protocol,Protocol Judgment Stage,39,Nexus Swarmers,Tide-Broken Nexus Swarmers,Support Variant 2,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-176,Magnetized Incident: Grid-Savanna Start,The Pocket-Monster Data Plains,Grid-Savanna Start,39,Data-Forged Evolvarch,Magnetized Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,152053,1000,2861,85,177,125,253,135,288,0.95,1.04,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.00; DMG x2.86; ARM x2.08
SEV-176,Magnetized Incident: Grid-Savanna Start,The Pocket-Monster Data Plains,Grid-Savanna Start,39,Void Anomaly,Magnetized Void Anomaly,Support Variant 1,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-176,Magnetized Incident: Grid-Savanna Start,The Pocket-Monster Data Plains,Grid-Savanna Start,39,Nexus Warden,Magnetized Nexus Warden,Support Variant 2,27,41,3500,26582,180,856,50,121,75,176,75,188,0.9,1.03,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x7.59; DMG x4.76; ARM x2.43
SEV-177,Sonic-Scarred Incident: Evolution Bloom Field,The Pocket-Monster Data Plains,Evolution Bloom Field,39,Syndicate Lich,Sonic-Scarred Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,144935,1250,2672,70,122,150,255,115,207,0.95,1.04,40000,0,Issuing Orders; Combo-Locked Shielding,HP x2.79; DMG x2.14; ARM x1.75
SEV-177,Sonic-Scarred Incident: Evolution Bloom Field,The Pocket-Monster Data Plains,Evolution Bloom Field,39,Nexus Swarmers,Sonic-Scarred Nexus Swarmers,Support Variant 1,26,41,500,4177,40,206,10,25,15,36,20,52,1.2,1.38,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x8.35; DMG x5.14; ARM x2.51
SEV-177,Sonic-Scarred Incident: Evolution Bloom Field,The Pocket-Monster Data Plains,Evolution Bloom Field,39,Void Anomaly,Sonic-Scarred Void Anomaly,Support Variant 2,32,41,4200,19807,300,972,20,41,60,119,90,190,1.1,1.26,500,0,Phase Shift; Reality Tear,HP x4.72; DMG x3.24; ARM x2.04
SEV-178,Spore-Sick Incident: Rhythm-Pattern Grove,The Pocket-Monster Data Plains,Rhythm-Pattern Grove,40,Data-Forged Evolvarch,Spore-Sick Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,173594,1000,3107,85,191,125,274,135,319,0.95,1.05,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.57; DMG x3.11; ARM x2.25
SEV-178,Spore-Sick Incident: Rhythm-Pattern Grove,The Pocket-Monster Data Plains,Rhythm-Pattern Grove,40,Nexus Warden,Spore-Sick Nexus Warden,Support Variant 1,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-178,Spore-Sick Incident: Rhythm-Pattern Grove,The Pocket-Monster Data Plains,Rhythm-Pattern Grove,40,Nexus Swarmers,Spore-Sick Nexus Swarmers,Support Variant 2,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-179,Chrome-Maw Incident: Data-Fauna Migration Path,The Pocket-Monster Data Plains,Data-Fauna Migration Path,40,Syndicate Lich,Chrome-Maw Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,165467,1250,2902,70,132,150,277,115,229,0.95,1.05,40000,0,Issuing Orders; Combo-Locked Shielding,HP x3.18; DMG x2.32; ARM x1.89
SEV-179,Chrome-Maw Incident: Data-Fauna Migration Path,The Pocket-Monster Data Plains,Data-Fauna Migration Path,40,Void Anomaly,Chrome-Maw Void Anomaly,Support Variant 1,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-179,Chrome-Maw Incident: Data-Fauna Migration Path,The Pocket-Monster Data Plains,Data-Fauna Migration Path,40,Nexus Warden,Chrome-Maw Nexus Warden,Support Variant 2,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-180,Eclipse-Synced Incident: Mega-Evolution Hazard Ring,The Pocket-Monster Data Plains,Mega-Evolution Hazard Ring,40,Astral Sovereign,Eclipse-Synced Astral Sovereign,Primary Variant / Event Anchor,40,42,80000,177319,1650,2862,90,143,200,311,150,251,1.0,1.11,60000,0,Zero-G Combos; Orbital Deflection,HP x2.22; DMG x1.73; ARM x1.59
SEV-180,Eclipse-Synced Incident: Mega-Evolution Hazard Ring,The Pocket-Monster Data Plains,Mega-Evolution Hazard Ring,40,Nexus Swarmers,Eclipse-Synced Nexus Swarmers,Support Variant 1,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-180,Eclipse-Synced Incident: Mega-Evolution Hazard Ring,The Pocket-Monster Data Plains,Mega-Evolution Hazard Ring,40,Void Anomaly,Eclipse-Synced Void Anomaly,Support Variant 2,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-181,Overcharged Incident: Crater Training Field,The Lunar Readiness Base,Crater Training Field,40,Null Anomaly,Overcharged Null Anomaly,Primary Variant / Event Anchor,20,42,18000,169476,560,3116,35,111,90,278,105,350,1.1,1.22,12000,0,Echo Splintering; Gravity Reversal,HP x9.42; DMG x5.56; ARM x3.17
SEV-181,Overcharged Incident: Crater Training Field,The Lunar Readiness Base,Crater Training Field,40,Nexus Warden,Overcharged Nexus Warden,Support Variant 1,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-181,Overcharged Incident: Crater Training Field,The Lunar Readiness Base,Crater Training Field,40,Void Anomaly,Overcharged Void Anomaly,Support Variant 2,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-182,Bark-Crowned Incident: Broken Launch Gantry,The Lunar Readiness Base,Broken Launch Gantry,40,Data-Forged Evolvarch,Bark-Crowned Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,173594,1000,3107,85,191,125,274,135,319,0.95,1.05,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.57; DMG x3.11; ARM x2.25
SEV-182,Bark-Crowned Incident: Broken Launch Gantry,The Lunar Readiness Base,Broken Launch Gantry,40,Scrap-Stalker,Bark-Crowned Scrap-Stalker,Support Variant 1,28,42,2600,23203,190,1005,35,93,20,52,55,156,1.35,1.59,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x8.92; DMG x5.29; ARM x2.67
SEV-182,Bark-Crowned Incident: Broken Launch Gantry,The Lunar Readiness Base,Broken Launch Gantry,40,Nexus Swarmers,Bark-Crowned Nexus Swarmers,Support Variant 2,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-183,Echo-Split Incident: Low-G Jump Range,The Lunar Readiness Base,Low-G Jump Range,40,Syndicate Lich,Echo-Split Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,165467,1250,2902,70,132,150,277,115,229,0.95,1.05,40000,0,Issuing Orders; Combo-Locked Shielding,HP x3.18; DMG x2.32; ARM x1.89
SEV-183,Echo-Split Incident: Low-G Jump Range,The Lunar Readiness Base,Low-G Jump Range,40,Void Anomaly,Echo-Split Void Anomaly,Support Variant 1,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-183,Echo-Split Incident: Low-G Jump Range,The Lunar Readiness Base,Low-G Jump Range,40,Nexus Warden,Echo-Split Nexus Warden,Support Variant 2,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-184,Null-Branded Incident: Derelict Vessel Skeleton,The Lunar Readiness Base,Derelict Vessel Skeleton,40,Astral Sovereign,Null-Branded Astral Sovereign,Primary Variant / Event Anchor,40,42,80000,177319,1650,2862,90,143,200,311,150,251,1.0,1.11,60000,0,Zero-G Combos; Orbital Deflection,HP x2.22; DMG x1.73; ARM x1.59
SEV-184,Null-Branded Incident: Derelict Vessel Skeleton,The Lunar Readiness Base,Derelict Vessel Skeleton,40,Nexus Swarmers,Null-Branded Nexus Swarmers,Support Variant 1,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-184,Null-Branded Incident: Derelict Vessel Skeleton,The Lunar Readiness Base,Derelict Vessel Skeleton,40,Scrap-Stalker,Null-Branded Scrap-Stalker,Support Variant 2,28,42,2600,23203,190,1005,35,93,20,52,55,156,1.35,1.59,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x8.92; DMG x5.29; ARM x2.67
SEV-185,Rhythm-Warped Incident: Lunar Drill Bunker,The Lunar Readiness Base,Lunar Drill Bunker,40,Null Anomaly,Rhythm-Warped Null Anomaly,Primary Variant / Event Anchor,20,42,18000,169476,560,3116,35,111,90,278,105,350,1.1,1.22,12000,0,Echo Splintering; Gravity Reversal,HP x9.42; DMG x5.56; ARM x3.17
SEV-185,Rhythm-Warped Incident: Lunar Drill Bunker,The Lunar Readiness Base,Lunar Drill Bunker,40,Nexus Warden,Rhythm-Warped Nexus Warden,Support Variant 1,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-185,Rhythm-Warped Incident: Lunar Drill Bunker,The Lunar Readiness Base,Lunar Drill Bunker,40,Void Anomaly,Rhythm-Warped Void Anomaly,Support Variant 2,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-186,Grav-Torn Incident: Shattered Solar Panel Field,The Orbital Tether Station,Shattered Solar Panel Field,40,Data-Forged Evolvarch,Grav-Torn Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,173594,1000,3107,85,191,125,274,135,319,0.95,1.05,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.57; DMG x3.11; ARM x2.25
SEV-186,Grav-Torn Incident: Shattered Solar Panel Field,The Orbital Tether Station,Shattered Solar Panel Field,40,Scrap-Stalker,Grav-Torn Scrap-Stalker,Support Variant 1,28,42,2600,23203,190,1005,35,93,20,52,55,156,1.35,1.59,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x8.92; DMG x5.29; ARM x2.67
SEV-186,Grav-Torn Incident: Shattered Solar Panel Field,The Orbital Tether Station,Shattered Solar Panel Field,40,Nexus Swarmers,Grav-Torn Nexus Swarmers,Support Variant 2,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-187,Ablative Incident: Curvature View Deck,The Orbital Tether Station,Curvature View Deck,40,Syndicate Lich,Ablative Syndicate Lich,Primary Variant / Event Anchor,35,42,52000,165467,1250,2902,70,132,150,277,115,229,0.95,1.05,40000,0,Issuing Orders; Combo-Locked Shielding,HP x3.18; DMG x2.32; ARM x1.89
SEV-187,Ablative Incident: Curvature View Deck,The Orbital Tether Station,Curvature View Deck,40,Void Anomaly,Ablative Void Anomaly,Support Variant 1,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-187,Ablative Incident: Curvature View Deck,The Orbital Tether Station,Curvature View Deck,40,Nexus Warden,Ablative Nexus Warden,Support Variant 2,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-188,Phase-Bound Incident: Zero-G Debris Lane,The Orbital Tether Station,Zero-G Debris Lane,40,Astral Sovereign,Phase-Bound Astral Sovereign,Primary Variant / Event Anchor,40,42,80000,177319,1650,2862,90,143,200,311,150,251,1.0,1.11,60000,0,Zero-G Combos; Orbital Deflection,HP x2.22; DMG x1.73; ARM x1.59
SEV-188,Phase-Bound Incident: Zero-G Debris Lane,The Orbital Tether Station,Zero-G Debris Lane,40,Nexus Swarmers,Phase-Bound Nexus Swarmers,Support Variant 1,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
SEV-188,Phase-Bound Incident: Zero-G Debris Lane,The Orbital Tether Station,Zero-G Debris Lane,40,Scrap-Stalker,Phase-Bound Scrap-Stalker,Support Variant 2,28,42,2600,23203,190,1005,35,93,20,52,55,156,1.35,1.59,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x8.92; DMG x5.29; ARM x2.67
SEV-189,Venom-Laced Incident: Tether Docking Ring,The Orbital Tether Station,Tether Docking Ring,40,Null Anomaly,Venom-Laced Null Anomaly,Primary Variant / Event Anchor,20,42,18000,169476,560,3116,35,111,90,278,105,350,1.1,1.22,12000,0,Echo Splintering; Gravity Reversal,HP x9.42; DMG x5.56; ARM x3.17
SEV-189,Venom-Laced Incident: Tether Docking Ring,The Orbital Tether Station,Tether Docking Ring,40,Nexus Warden,Venom-Laced Nexus Warden,Support Variant 1,27,42,3500,34358,180,1028,50,138,75,201,75,220,0.9,1.06,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x9.82; DMG x5.71; ARM x2.76
SEV-189,Venom-Laced Incident: Tether Docking Ring,The Orbital Tether Station,Tether Docking Ring,40,Void Anomaly,Venom-Laced Void Anomaly,Support Variant 2,32,42,4200,25600,300,1166,20,47,60,135,90,222,1.1,1.3,500,0,Phase Shift; Reality Tear,HP x6.10; DMG x3.89; ARM x2.33
SEV-190,Warden-Fused Incident: Solis Artillery Console,The Orbital Tether Station,Solis Artillery Console,40,Data-Forged Evolvarch,Warden-Fused Data-Forged Evolvarch,Primary Variant / Event Anchor,30,42,38000,173594,1000,3107,85,191,125,274,135,319,0.95,1.05,28000,0,Tiered Evolution; Evolution Interrupt,HP x4.57; DMG x3.11; ARM x2.25
SEV-190,Warden-Fused Incident: Solis Artillery Console,The Orbital Tether Station,Solis Artillery Console,40,Scrap-Stalker,Warden-Fused Scrap-Stalker,Support Variant 1,28,42,2600,23203,190,1005,35,93,20,52,55,156,1.35,1.59,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x8.92; DMG x5.29; ARM x2.67
SEV-190,Warden-Fused Incident: Solis Artillery Console,The Orbital Tether Station,Solis Artillery Console,40,Nexus Swarmers,Warden-Fused Nexus Swarmers,Support Variant 2,26,42,500,5399,40,247,10,29,15,42,20,61,1.2,1.42,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x10.80; DMG x6.17; ARM x2.86
