event_id,event_title,world_map_location,map_category,sublocation,required_player_level,recommended_combat_rating,difficulty_kind,event_type,xp_reward,spawned_enemy_xp_reward,primary_variant,primary_standard_monster,support_variants,encounter_goal,trigger_rule,failure_state,hazard_profile,variant_mechanic,no_xp_policy,group_scaling,loot_item,loot_tier,item_slot,item_power,first_clear_reward,repeat_drop_rule,unique_perk,drop_chance_percent
SEV-011,Data-Forged Incident: Aether Counterweight Hall,The Central Pillar / Star-Elevator Core,World Structure Anchor,Aether Counterweight Hall,21,23,Elite-Variant,Elite Ambush,0,0,Data-Forged Venom-Spitter,Venom-Spitter,Data-Forged Tremor-Fiend | Data-Forged Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 21, player enters or completes a combat action inside Aether Counterweight Hall, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Data-Forged Corrosive Ricochet: reversed projectiles split once, rewarding precise counters but punishing mistimed reversal spam.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Aether Venom-Spitter Chest Armor,Refined Relic,chest armor,558,Guaranteed first-clear: Aether Venom-Spitter Chest Armor pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Central-type arenas, gain a short defensive or traversal proc after countering Venom-Spitter mechanics. Does not increase XP gain.",20
SEV-012,Ash-Baptized Incident: Broken Ventilation Spine,The Central Pillar / Star-Elevator Core,World Structure Anchor,Broken Ventilation Spine,21,23,Elite-Variant,Environmental Surge,0,0,Ash-Baptized Tremor-Fiend,Tremor-Fiend,Ash-Baptized Aegis Carapace | Ash-Baptized Venom-Spitter,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 21, player enters or completes a combat action inside Broken Ventilation Spine, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Ash-Baptized Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Broken Tremor-Fiend Gauntlets,Refined Relic,gauntlets,565,Guaranteed first-clear: Broken Tremor-Fiend Gauntlets pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Central-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20
SEV-013,Tide-Broken Incident: Gravity Cable Junction,The Central Pillar / Star-Elevator Core,World Structure Anchor,Gravity Cable Junction,21,23,Elite-Variant,Variant Hunt,0,0,Tide-Broken Aegis Carapace,Aegis Carapace,Tide-Broken Venom-Spitter | Tide-Broken Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 21, player enters or completes a combat action inside Gravity Cable Junction, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Tide-Broken Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Gravity Aegis Greaves,Refined Relic,greaves,572,Guaranteed first-clear: Gravity Aegis Greaves pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Central-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20
SEV-014,Magnetized Incident: World-Pillar Maintenance Ring,The Central Pillar / Star-Elevator Core,World Structure Anchor,World-Pillar Maintenance Ring,21,23,Elite-Variant,Timed Defense,0,0,Magnetized Iron-Jaw Hound,Iron-Jaw Hound,Magnetized Tremor-Fiend | Magnetized Venom-Spitter,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 21, player enters or completes a combat action inside World-Pillar Maintenance Ring, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","elite spawn pressure, sublocation-specific chokepoints, and forced traversal interrupts","Magnetized Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",World-Pillar Iron-Jaw Cloak,Refined Relic,cloak,579,Guaranteed first-clear: World-Pillar Iron-Jaw Cloak pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Central-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20
SEV-015,Sonic-Scarred Incident: Dawnforge Descent Gate,The Central Pillar / Star-Elevator Core,World Structure Anchor,Dawnforge Descent Gate,21,23,Boss-Echo,Rift Incursion,0,0,Sonic-Scarred Null Anomaly,Null Anomaly,Sonic-Scarred Tremor-Fiend | Sonic-Scarred Iron-Jaw Hound,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 21, player enters or completes a combat action inside Dawnforge Descent Gate, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","thermal flare cycles, fire-spout lanes, and rising hazard floors","Sonic-Scarred Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Dawnforge Null Ring,Refined Relic,ring,586,Guaranteed first-clear: Dawnforge Null Ring pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Central-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",20
SEV-016,Glass-Hardened Incident: Neon Rail Concourse,The Subterranean Grid,Forgotten Depths & Industrial Grids,Neon Rail Concourse,21,23,Elite-Variant,Horde Compression,0,0,Glass-Hardened Tremor-Fiend,Tremor-Fiend,Glass-Hardened Aegis Carapace | Glass-Hardened Scrap-Phalanx,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Tremor-Fiend variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 21, player enters or completes a combat action inside Neon Rail Concourse, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Glass-Hardened Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Neon Tremor-Fiend Amulet,Refined Relic,amulet,558,Guaranteed first-clear: Neon Tremor-Fiend Amulet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique amulet; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20
SEV-017,Spore-Sick Incident: Express-Line Switchroom,The Subterranean Grid,Forgotten Depths & Industrial Grids,Express-Line Switchroom,21,23,Elite-Variant,Mini-Boss Echo,0,0,Spore-Sick Scrap-Phalanx,Scrap-Phalanx,Spore-Sick Tremor-Fiend | Spore-Sick Iron-Jaw Hound,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Scrap-Phalanx variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 21, player enters or completes a combat action inside Express-Line Switchroom, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Spore-Sick Collapsing Shell: dive-bombing the phalanx breaks the shield but creates shrapnel lanes that must be vaulted.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Express-Line Scrap-Phalanx Main-Hand Weapon,Refined Relic,main-hand weapon,565,Guaranteed first-clear: Express-Line Scrap-Phalanx Main-Hand Weapon pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20
SEV-018,Eclipse-Synced Incident: Dead Platform Twelve,The Subterranean Grid,Forgotten Depths & Industrial Grids,Dead Platform Twelve,22,24,Elite-Variant,Traversal Gauntlet,0,0,Eclipse-Synced Aegis Carapace,Aegis Carapace,Eclipse-Synced Scrap-Phalanx | Eclipse-Synced Tremor-Fiend,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 22, player enters or completes a combat action inside Dead Platform Twelve, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Eclipse-Synced Rotating Bulwark: frontal armor rotates 90 degrees after every vault punish, forcing alternating aerial and rear attacks.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Dead Aegis Relic Core,Refined Relic,relic core,590,Guaranteed first-clear: Dead Aegis Relic Core pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique relic core; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Aegis Carapace mechanics. Does not increase XP gain.",20
SEV-019,Overcharged Incident: Train-Hazard Arena,The Subterranean Grid,Forgotten Depths & Industrial Grids,Train-Hazard Arena,22,24,Elite-Variant,Hazard Lockdown,0,0,Overcharged Iron-Jaw Hound,Iron-Jaw Hound,Overcharged Aegis Carapace | Overcharged Scrap-Phalanx,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 22, player enters or completes a combat action inside Train-Hazard Arena, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Overcharged Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Train-Hazard Iron-Jaw Class Mod,Refined Relic,class mod,597,Guaranteed first-clear: Train-Hazard Iron-Jaw Class Mod pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20
SEV-020,Bark-Crowned Incident: Spark’s Signal Den,The Subterranean Grid,Forgotten Depths & Industrial Grids,Spark’s Signal Den,22,24,Elite-Variant,Alliance Trial,0,0,Bark-Crowned Tremor-Fiend,Tremor-Fiend,Bark-Crowned Iron-Jaw Hound | Bark-Crowned Aegis Carapace,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 22, player enters or completes a combat action inside Spark’s Signal Den, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Bark-Crowned Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Spark’s Tremor-Fiend Mount Cosmetic,Refined Relic,mount cosmetic,604,Guaranteed first-clear: Spark’s Tremor-Fiend Mount Cosmetic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Subterranean-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20
SEV-021,Echo-Split Incident: Drone Dispatch Alleys,The Provisioning Sectors,Urban Sprawl & Transit Networks,Drone Dispatch Alleys,22,24,Elite-Variant,Elite Ambush,0,0,Echo-Split Scrap-Phalanx,Scrap-Phalanx,Echo-Split Aegis Carapace | Echo-Split Tremor-Fiend,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Scrap-Phalanx variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 22, player enters or completes a combat action inside Drone Dispatch Alleys, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Echo-Split Collapsing Shell: dive-bombing the phalanx breaks the shield but creates shrapnel lanes that must be vaulted.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Drone Scrap-Phalanx Weapon Skin,Refined Relic,weapon skin,576,Guaranteed first-clear: Drone Scrap-Phalanx Weapon Skin pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20
SEV-022,Null-Branded Incident: Ration Kiosk Row,The Provisioning Sectors,Urban Sprawl & Transit Networks,Ration Kiosk Row,22,24,Boss-Echo,Environmental Surge,0,0,Null-Branded Null Anomaly,Null Anomaly,Null-Branded Iron-Jaw Hound | Null-Branded Scrap-Phalanx,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 22, player enters or completes a combat action inside Ration Kiosk Row, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Null-Branded Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Ration Null Back Trophy,Refined Relic,back trophy,583,Guaranteed first-clear: Ration Null Back Trophy pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",20
SEV-023,Rhythm-Warped Incident: Reinforced Storefront Lane,The Provisioning Sectors,Urban Sprawl & Transit Networks,Reinforced Storefront Lane,22,24,Elite-Variant,Variant Hunt,0,0,Rhythm-Warped Iron-Jaw Hound,Iron-Jaw Hound,Rhythm-Warped Tremor-Fiend | Rhythm-Warped Aegis Carapace,"Hunt the mobile flanker variant, protect isolated players from pin mechanics, and force the enemy into a punishable arena state.","Trigger only when player level >= 22, player enters or completes a combat action inside Reinforced Storefront Lane, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Rhythm-Warped Pack Latch: if the first latch is not broken within 4 seconds, a support hound joins and halves the victim’s healing received.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Reinforced Battle-Tonic Schematic,Refined Relic,consumable schematic,590,Guaranteed first-clear: Reinforced Battle-Tonic Schematic pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Iron-Jaw Hound mechanics. Does not increase XP gain.",20
SEV-024,Grav-Torn Incident: Wall-Run Market Roofs,The Provisioning Sectors,Urban Sprawl & Transit Networks,Wall-Run Market Roofs,22,24,Elite-Variant,Timed Defense,0,0,Grav-Torn Tremor-Fiend,Tremor-Fiend,Grav-Torn Scrap-Phalanx | Grav-Torn Iron-Jaw Hound,"Control priority targets, solve the counter/vault pattern under added hazard pressure, and collapse the elite formation without dropping flow.","Trigger only when player level >= 22, player enters or completes a combat action inside Wall-Run Market Roofs, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Grav-Torn Syncopation: Metronome Strike intentionally skips every fourth beat, punishing players who rely only on memorized rhythm.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Wall-Run Tremor-Fiend Helmet,Refined Relic,helmet,597,Guaranteed first-clear: Wall-Run Tremor-Fiend Helmet pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Tremor-Fiend mechanics. Does not increase XP gain.",20
SEV-025,Ablative Incident: Vendor Audit Vault,The Provisioning Sectors,Urban Sprawl & Transit Networks,Vendor Audit Vault,22,24,Elite-Variant,Rift Incursion,0,0,Ablative Scrap-Phalanx,Scrap-Phalanx,Ablative Iron-Jaw Hound | Ablative Aegis Carapace,"Survive a condensed horde pattern, prevent escalation loops, and eliminate the Scrap-Phalanx variant commander before it converts the sublocation into a permanent hazard node.","Trigger only when player level >= 22, player enters or completes a combat action inside Vendor Audit Vault, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows",Ablative Collapsing Shell: dive-bombing the phalanx breaks the shield but creates shrapnel lanes that must be vaulted.,0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Vendor Scrap-Phalanx Chest Armor,Refined Relic,chest armor,604,Guaranteed first-clear: Vendor Scrap-Phalanx Chest Armor pattern token + Refined Relic crafting imprint.,Repeat clear: 20% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Provisioning-type arenas, gain a short defensive or traversal proc after countering Scrap-Phalanx mechanics. Does not increase XP gain.",20
