pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
1074,1074_orbital_striker_orbital_singularity_combat_magic_upgrade_1074.zip,Orbital Striker Orbital Singularity Combat Magic Upgrade 1074,Orbital Striker,Thruster-Junkie,Satellite Painting,Orbital Singularity,The Sylvan Juggernaut,The Data-Forged Evolvarch,Tidespeaker Nami,snow squall,root snare,storm green cast,8,12,5,11,86784
1075,1075_scrap_tek_wrecking_ball_combat_magic_upgrade_1075.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 1075,Scrap-Tek,Field-Mechanic,Piston-Strike,Wrecking Ball,The Gnarl-Maws,The Resonance Maestro,Beastmaster Thorne,zero-g starstorm,starfield dust,molten red noon,8,12,5,11,95400
1076,1076_kinetic_juggernaut_dual_release_combat_magic_upgrade_1076.zip,Kinetic Juggernaut Dual Release Combat Magic Upgrade 1076,Kinetic Juggernaut,Seismic Brawler,Aggro Manipulation,Dual Release,The Aegis Carapace,The Syndicate Lich,Director Vance,fog bank,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126306
1077,1077_phantom_shift_reality_shatter_combat_magic_upgrade_1077.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 1077,Phantom-Shift,Neural-Linker,Momentum Drift,Reality Shatter,The Tremor-Fiend,The Apex Chimera,The Grand Archivist,tidal surge,root snare,archive white-gold,8,12,5,11,86304
1078,1078_sylvan_warden_master_gardener_combat_magic_upgrade_1078.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 1078,Sylvan Warden,Apex Flora,The Overgrowth,Master Gardener,The Scrap-Stalker,The Astral Sovereign,Tidespeaker Nami,clear dawn,starfield dust,void blacklight sun,8,12,5,11,126729
1079,1079_flux_caster_stance_dance_combat_magic_upgrade_1079.zip,Flux-Caster Stance Dance Combat Magic Upgrade 1079,Flux-Caster,Geo-Mage,Crystal Carapace,Stance Dance,The Grid-Rushers,The Null Anomaly,Beastmaster Thorne,amber dusk,glass shard soundwave,festival magenta sun,8,12,5,11,109271
1080,1080_protocol_weaver_structural_rewrite_combat_magic_upgrade_1080.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 1080,Protocol Weaver,EPI-Savant,Structural Revision,Structural Rewrite,The Siphon-Ticks,The Ivory Behemoth,Director Vance,acid rain,root snare,cold blue sunrise,8,12,5,11,109620
1081,1081_apex_mutator_dna_siphon_combat_magic_upgrade_1081.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 1081,Apex Mutator,Biomech Beast,Cyber-Strike,DNA Siphon,The Venom-Spitter,The Ascendant Colossus,The Grand Archivist,snow squall,starfield dust,golden sanctuary sun,8,12,5,11,126449
1082,1082_resonant_acoustic_counter_combat_magic_upgrade_1082.zip,Resonant Acoustic Counter Combat Magic Upgrade 1082,Resonant,Tempo-Weaver,Low-Frequency Disruption,Acoustic Counter,Nexus Warden,The Resonant Behemoth,Tidespeaker Nami,zero-g starstorm,glass shard soundwave,ash-orange glare,8,12,5,11,108357
1083,1083_packmaster_launching_bite_combat_magic_upgrade_1083.zip,Packmaster Launching Bite Combat Magic Upgrade 1083,Packmaster,Feral Vanguard,Coordinated Assault,Launching Bite,The Void Anomaly,The Data-Forged Evolvarch,Beastmaster Thorne,fog bank,root snare,eclipse violet rim,8,12,5,11,83723
1084,1084_orbital_striker_the_grav_lift_combat_magic_upgrade_1084.zip,Orbital Striker The Grav-Lift Combat Magic Upgrade 1084,Orbital Striker,Grav-Architect,Meteor Crash,The Grav-Lift,The Scrap-Phalanx,The Resonance Maestro,Director Vance,tidal surge,starfield dust,storm green cast,8,12,5,11,86688
1085,1085_scrap_tek_junkyard_turret_combat_magic_upgrade_1085.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 1085,Scrap-Tek,Shock-Jockey,Shrapnel Storm,Junkyard Turret,The Iron-Jaw Hound,The Syndicate Lich,The Grand Archivist,clear dawn,glass shard soundwave,molten red noon,8,12,5,11,96129
1086,1086_kinetic_juggernaut_gravity_well_combat_magic_upgrade_1086.zip,Kinetic Juggernaut Gravity Well Combat Magic Upgrade 1086,Kinetic Juggernaut,Inertia Bastion,The Stampede,Gravity Well,The Nexus Swarmers,The Apex Chimera,Tidespeaker Nami,amber dusk,root snare,deep-water cyan bloom,8,12,5,11,125558
1087,1087_phantom_shift_chrono_collapse_combat_magic_upgrade_1087.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 1087,Phantom-Shift,Glass-Cannon,Temporal Stutter,Chrono-Collapse,The Sylvan Juggernaut,The Astral Sovereign,Beastmaster Thorne,acid rain,starfield dust,archive white-gold,8,12,5,11,87590
1088,1088_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_1088.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 1088,Sylvan Warden,Root-Binder,Ablative Carapace,Frame-Trap Substitution,The Gnarl-Maws,The Null Anomaly,Director Vance,snow squall,glass shard soundwave,void blacklight sun,8,12,5,11,126983
1089,1089_flux_caster_the_maelstrom_combat_magic_upgrade_1089.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 1089,Flux-Caster,Elemental Weaver,Elemental Ward,The Maelstrom,The Aegis Carapace,The Ivory Behemoth,The Grand Archivist,zero-g starstorm,root snare,festival magenta sun,8,12,5,11,109087
1090,1090_protocol_weaver_final_revision_combat_magic_upgrade_1090.zip,Protocol Weaver Final Revision Combat Magic Upgrade 1090,Protocol Weaver,Anomaly,Timeline Splintering,Final Revision,The Tremor-Fiend,The Ascendant Colossus,Tidespeaker Nami,fog bank,starfield dust,cold blue sunrise,8,12,5,11,109248
1091,1091_apex_mutator_apex_ascendancy_combat_magic_upgrade_1091.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 1091,Apex Mutator,Chimera Strand,Feral Regeneration,Apex Ascendancy,The Scrap-Stalker,The Resonant Behemoth,Beastmaster Thorne,tidal surge,glass shard soundwave,golden sanctuary sun,8,12,5,11,126038
1092,1092_resonant_metric_strike_combat_magic_upgrade_1092.zip,Resonant Metric Strike Combat Magic Upgrade 1092,Resonant,Sonic Vanguard,Acoustic Shielding,Metric Strike,The Grid-Rushers,The Data-Forged Evolvarch,Director Vance,clear dawn,root snare,ash-orange glare,8,12,5,11,109106
1093,1093_packmaster_the_latch_combat_magic_upgrade_1093.zip,Packmaster The Latch Combat Magic Upgrade 1093,Packmaster,Outward Hunter,Flanking Maneuvers,The Latch,The Siphon-Ticks,The Resonance Maestro,The Grand Archivist,amber dusk,starfield dust,eclipse violet rim,8,12,5,11,82789
1094,1094_orbital_striker_tractor_grapple_combat_magic_upgrade_1094.zip,Orbital Striker Tractor Grapple Combat Magic Upgrade 1094,Orbital Striker,Orbital Bombardment,Singularity Tether,Tractor Grapple,The Venom-Spitter,The Syndicate Lich,Tidespeaker Nami,acid rain,glass shard soundwave,storm green cast,8,12,5,11,86667
1095,1095_scrap_tek_hydraulic_piston_combat_magic_upgrade_1095.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 1095,Scrap-Tek,Exo-Brawler,Overcharge,Hydraulic Piston,Nexus Warden,The Apex Chimera,Beastmaster Thorne,snow squall,root snare,molten red noon,8,12,5,11,96108
1096,1096_kinetic_juggernaut_vaulting_stomp_combat_magic_upgrade_1096.zip,Kinetic Juggernaut Vaulting Stomp Combat Magic Upgrade 1096,Kinetic Juggernaut,Counter-Weight,Tectonic Slams,Vaulting Stomp,The Void Anomaly,The Astral Sovereign,Director Vance,zero-g starstorm,starfield dust,deep-water cyan bloom,8,12,5,11,125658
1097,1097_phantom_shift_vaulting_stutter_combat_magic_upgrade_1097.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 1097,Phantom-Shift,Void-Walker,Sensory Feedback,Vaulting Stutter,The Scrap-Phalanx,The Null Anomaly,The Grand Archivist,fog bank,glass shard soundwave,archive white-gold,8,12,5,11,86098
1098,1098_sylvan_warden_vine_pull_combat_magic_upgrade_1098.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 1098,Sylvan Warden,Iron-Bark,Briar-Patch,Vine-Pull,The Iron-Jaw Hound,The Ivory Behemoth,Tidespeaker Nami,tidal surge,root snare,void blacklight sun,8,12,5,11,127434
1099,1099_flux_caster_ley_line_pull_combat_magic_upgrade_1099.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 1099,Flux-Caster,Aether-Blade,Magma Flow,Ley-Line Pull,The Nexus Swarmers,The Ascendant Colossus,Beastmaster Thorne,clear dawn,starfield dust,festival magenta sun,8,12,5,11,108744
1100,1100_protocol_weaver_frame_trap_combat_magic_upgrade_1100.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 1100,Protocol Weaver,Front-Matter Architect,Biomechanical Shift,Frame-Trap,The Sylvan Juggernaut,The Resonant Behemoth,Director Vance,amber dusk,glass shard soundwave,cold blue sunrise,8,12,5,11,109126
1101,1101_apex_mutator_omega_cleave_combat_magic_upgrade_1101.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 1101,Apex Mutator,Data-Code Deviant,Apex Predator,Omega Cleave,The Gnarl-Maws,The Data-Forged Evolvarch,The Grand Archivist,acid rain,root snare,golden sanctuary sun,8,12,5,11,127124
1102,1102_resonant_the_soundscape_combat_magic_upgrade_1102.zip,Resonant The Soundscape Combat Magic Upgrade 1102,Resonant,Wakaan Mystic,Ethereal Resonance,The Soundscape,The Aegis Carapace,The Resonance Maestro,Tidespeaker Nami,snow squall,starfield dust,ash-orange glare,8,12,5,11,108527
1103,1103_packmaster_dual_latch_combat_magic_upgrade_1103.zip,Packmaster Dual-Latch Combat Magic Upgrade 1103,Packmaster,Hound-Rider,Mounted Artillery,Dual-Latch,The Tremor-Fiend,The Syndicate Lich,Beastmaster Thorne,zero-g starstorm,glass shard soundwave,eclipse violet rim,8,12,5,11,83483
1104,1104_orbital_striker_thruster_parry_combat_magic_upgrade_1104.zip,Orbital Striker Thruster Parry Combat Magic Upgrade 1104,Orbital Striker,Zero-G Brawler,Atmospheric Juggle,Thruster Parry,The Scrap-Stalker,The Apex Chimera,Director Vance,fog bank,root snare,storm green cast,8,12,5,11,86614
1105,1105_scrap_tek_magnetic_tether_combat_magic_upgrade_1105.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 1105,Scrap-Tek,Scavenger,Magnetic Harvester,Magnetic Tether,The Grid-Rushers,The Astral Sovereign,The Grand Archivist,tidal surge,starfield dust,molten red noon,8,12,5,11,95984
1106,1106_kinetic_juggernaut_kinetic_guard_combat_magic_upgrade_1106.zip,Kinetic Juggernaut Kinetic Guard Combat Magic Upgrade 1106,Kinetic Juggernaut,Momentum Engine,Kinetic Absorption,Kinetic Guard,The Siphon-Ticks,The Null Anomaly,Tidespeaker Nami,clear dawn,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126011
1107,1107_phantom_shift_stutter_step_combat_magic_upgrade_1107.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 1107,Phantom-Shift,Chrono-Blade,Shadow-Anchor,Stutter-Step,The Venom-Spitter,The Ivory Behemoth,Beastmaster Thorne,amber dusk,root snare,archive white-gold,8,12,5,11,86941
1108,1108_sylvan_warden_briar_web_combat_magic_upgrade_1108.zip,Sylvan Warden Briar Web Combat Magic Upgrade 1108,Sylvan Warden,Verdant Weaver,Spore-Cloud,Briar Web,Nexus Warden,The Ascendant Colossus,Director Vance,acid rain,starfield dust,void blacklight sun,8,12,5,11,127820
1109,1109_flux_caster_flux_parry_combat_magic_upgrade_1109.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 1109,Flux-Caster,Storm-Caller,Superconduct,Flux-Parry,The Void Anomaly,The Resonant Behemoth,The Grand Archivist,snow squall,glass shard soundwave,festival magenta sun,8,12,5,11,109024
1110,1110_protocol_weaver_the_red_pen_combat_magic_upgrade_1110.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 1110,Protocol Weaver,Evolutionary Coder,Reality Tearing,The Red Pen,The Scrap-Phalanx,The Data-Forged Evolvarch,Tidespeaker Nami,zero-g starstorm,root snare,cold blue sunrise,8,12,5,11,109514
1111,1111_apex_mutator_beta_trigger_combat_magic_upgrade_1111.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 1111,Apex Mutator,Primal Catalyst,Venomous Adaptation,Beta Trigger,The Iron-Jaw Hound,The Resonance Maestro,Beastmaster Thorne,fog bank,starfield dust,golden sanctuary sun,8,12,5,11,126584
1112,1112_resonant_tectonic_shift_combat_magic_upgrade_1112.zip,Resonant Tectonic Shift Combat Magic Upgrade 1112,Resonant,Sub-Bass Architect,Accelerando,Tectonic Shift,The Nexus Swarmers,The Syndicate Lich,Director Vance,tidal surge,glass shard soundwave,ash-orange glare,8,12,5,11,108528
1113,1113_packmaster_meat_shield_combat_magic_upgrade_1113.zip,Packmaster Meat-Shield Combat Magic Upgrade 1113,Packmaster,Alpha-Handler,Pack Mentality,Meat-Shield,The Sylvan Juggernaut,The Apex Chimera,The Grand Archivist,clear dawn,root snare,eclipse violet rim,8,12,5,11,83805
1114,1114_orbital_striker_stratosphere_slam_combat_magic_upgrade_1114.zip,Orbital Striker Stratosphere Slam Combat Magic Upgrade 1114,Orbital Striker,Thruster-Junkie,Exhaust Burn,Stratosphere Slam,The Gnarl-Maws,The Astral Sovereign,Tidespeaker Nami,amber dusk,starfield dust,storm green cast,8,12,5,11,86584
1115,1115_scrap_tek_junkyard_titan_combat_magic_upgrade_1115.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 1115,Scrap-Tek,Field-Mechanic,Hunter-Killer Drones,Junkyard Titan,The Aegis Carapace,The Null Anomaly,Beastmaster Thorne,acid rain,glass shard soundwave,molten red noon,8,12,5,11,95936
1116,1116_kinetic_juggernaut_the_master_brawler_combat_magic_upgrade_1116.zip,Kinetic Juggernaut The Master Brawler Combat Magic Upgrade 1116,Kinetic Juggernaut,Seismic Brawler,Heavy Grapple,The Master Brawler,The Tremor-Fiend,The Ivory Behemoth,Director Vance,snow squall,root snare,deep-water cyan bloom,8,12,5,11,126245
1117,1117_phantom_shift_singularity_event_combat_magic_upgrade_1117.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 1117,Phantom-Shift,Neural-Linker,Synaptic Overload,Singularity Event,The Scrap-Stalker,The Ascendant Colossus,The Grand Archivist,zero-g starstorm,starfield dust,archive white-gold,8,12,5,11,87046
1118,1118_sylvan_warden_bramble_slam_combat_magic_upgrade_1118.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 1118,Sylvan Warden,Apex Flora,Canopy Assault,Bramble-Slam,The Grid-Rushers,The Resonant Behemoth,Tidespeaker Nami,fog bank,glass shard soundwave,void blacklight sun,8,12,5,11,127529
1119,1119_flux_caster_avatar_of_flux_combat_magic_upgrade_1119.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 1119,Flux-Caster,Geo-Mage,Blizzard,Avatar of Flux,The Siphon-Ticks,The Data-Forged Evolvarch,Beastmaster Thorne,tidal surge,root snare,festival magenta sun,8,12,5,11,110013
1120,1120_protocol_weaver_syntax_strike_combat_magic_upgrade_1120.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 1120,Protocol Weaver,EPI-Savant,Lethal Formatting,Syntax Strike,The Venom-Spitter,The Resonance Maestro,Director Vance,clear dawn,starfield dust,cold blue sunrise,8,12,5,11,109238
1121,1121_apex_mutator_alpha_trigger_combat_magic_upgrade_1121.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 1121,Apex Mutator,Biomech Beast,Corrupted File,Alpha Trigger,Nexus Warden,The Syndicate Lich,The Grand Archivist,amber dusk,glass shard soundwave,golden sanctuary sun,8,12,5,11,126168
1122,1122_resonant_the_bass_drop_combat_magic_upgrade_1122.zip,Resonant The Bass Drop Combat Magic Upgrade 1122,Resonant,Tempo-Weaver,Psychoacoustic Illusion,The Bass Drop,The Void Anomaly,The Apex Chimera,Tidespeaker Nami,acid rain,root snare,ash-orange glare,8,12,5,11,108700
1123,1123_packmaster_heel_heel_strike_combat_magic_upgrade_1123.zip,Packmaster Heel & Heel-Strike Combat Magic Upgrade 1123,Packmaster,Feral Vanguard,The Stampede,Heel & Heel-Strike,The Scrap-Phalanx,The Astral Sovereign,Beastmaster Thorne,snow squall,starfield dust,eclipse violet rim,8,12,5,11,83390
1124,1124_orbital_striker_hover_dash_combat_magic_upgrade_1124.zip,Orbital Striker Hover-Dash Combat Magic Upgrade 1124,Orbital Striker,Grav-Architect,Satellite Painting,Hover-Dash,The Iron-Jaw Hound,The Null Anomaly,Director Vance,zero-g starstorm,glass shard soundwave,storm green cast,8,12,5,11,86687
1125,1125_scrap_tek_emp_grid_combat_magic_upgrade_1125.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 1125,Scrap-Tek,Shock-Jockey,Hydraulic Leap,EMP Grid,The Nexus Swarmers,The Ivory Behemoth,The Grand Archivist,fog bank,root snare,molten red noon,8,12,5,11,95198
1126,1126_kinetic_juggernaut_juggernaut_charge_combat_magic_upgrade_1126.zip,Kinetic Juggernaut Juggernaut Charge Combat Magic Upgrade 1126,Kinetic Juggernaut,Inertia Bastion,Reactive Armor,Juggernaut Charge,The Sylvan Juggernaut,The Ascendant Colossus,Tidespeaker Nami,tidal surge,starfield dust,deep-water cyan bloom,8,12,5,11,126393
1127,1127_phantom_shift_time_dilation_aura_combat_magic_upgrade_1127.zip,Phantom-Shift Time-Dilation Aura Combat Magic Upgrade 1127,Phantom-Shift,Glass-Cannon,Momentum Drift,Time-Dilation Aura,The Gnarl-Maws,The Resonant Behemoth,Beastmaster Thorne,clear dawn,glass shard soundwave,archive white-gold,8,12,5,11,87043
1128,1128_sylvan_warden_vine_whip_combat_magic_upgrade_1128.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 1128,Sylvan Warden,Root-Binder,Thorns & Tethers,Vine-Whip,The Aegis Carapace,The Data-Forged Evolvarch,Director Vance,amber dusk,root snare,void blacklight sun,8,12,5,11,127394
1129,1129_flux_caster_frame_trap_decoy_combat_magic_upgrade_1129.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 1129,Flux-Caster,Elemental Weaver,Thermal Shock,Frame-Trap Decoy,The Tremor-Fiend,The Resonance Maestro,The Grand Archivist,acid rain,starfield dust,festival magenta sun,8,12,5,11,109892
1130,1130_protocol_weaver_system_override_combat_magic_upgrade_1130.zip,Protocol Weaver System Override Combat Magic Upgrade 1130,Protocol Weaver,Anomaly,Structural Revision,System Override,The Scrap-Stalker,The Syndicate Lich,Tidespeaker Nami,snow squall,glass shard soundwave,cold blue sunrise,8,12,5,11,108662
1131,1131_apex_mutator_the_anomaly_virus_combat_magic_upgrade_1131.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 1131,Apex Mutator,Chimera Strand,Scrap-Armor,The Anomaly Virus,The Grid-Rushers,The Apex Chimera,Beastmaster Thorne,zero-g starstorm,root snare,golden sanctuary sun,8,12,5,11,127190
1132,1132_resonant_flow_arts_evasion_combat_magic_upgrade_1132.zip,Resonant Flow-Arts Evasion Combat Magic Upgrade 1132,Resonant,Sonic Vanguard,Kinetic Amplification,Flow-Arts Evasion,The Siphon-Ticks,The Astral Sovereign,Director Vance,fog bank,starfield dust,ash-orange glare,8,12,5,11,108146
1133,1133_packmaster_release_the_hound_combat_magic_upgrade_1133.zip,Packmaster Release the Hound Combat Magic Upgrade 1133,Packmaster,Outward Hunter,Coordinated Assault,Release the Hound,The Venom-Spitter,The Null Anomaly,The Grand Archivist,tidal surge,glass shard soundwave,eclipse violet rim,8,12,5,11,82564
1134,1134_orbital_striker_anti_grav_uppercut_combat_magic_upgrade_1134.zip,Orbital Striker Anti-Grav Uppercut Combat Magic Upgrade 1134,Orbital Striker,Orbital Bombardment,Frictionless Dash,Anti-Grav Uppercut,Nexus Warden,The Ivory Behemoth,Tidespeaker Nami,clear dawn,root snare,storm green cast,8,12,5,11,85994
1135,1135_scrap_tek_wrecking_ball_combat_magic_upgrade_1135.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 1135,Scrap-Tek,Exo-Brawler,Sentry Defense,Wrecking Ball,The Void Anomaly,The Ascendant Colossus,Beastmaster Thorne,amber dusk,starfield dust,molten red noon,8,12,5,11,95267
1136,1136_kinetic_juggernaut_the_haymaker_combat_magic_upgrade_1136.zip,Kinetic Juggernaut The Haymaker Combat Magic Upgrade 1136,Kinetic Juggernaut,Counter-Weight,The Stampede,The Haymaker,The Scrap-Phalanx,The Resonant Behemoth,Director Vance,acid rain,glass shard soundwave,deep-water cyan bloom,8,12,5,11,125811
1137,1137_phantom_shift_blink_parry_combat_magic_upgrade_1137.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 1137,Phantom-Shift,Void-Walker,Time-Loop,Blink-Parry,The Iron-Jaw Hound,The Data-Forged Evolvarch,The Grand Archivist,snow squall,root snare,archive white-gold,8,12,5,11,87292
1138,1138_sylvan_warden_master_gardener_combat_magic_upgrade_1138.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 1138,Sylvan Warden,Iron-Bark,Tectonic Roots,Master Gardener,The Nexus Swarmers,The Resonance Maestro,Tidespeaker Nami,zero-g starstorm,starfield dust,void blacklight sun,8,12,5,11,126718
1139,1139_flux_caster_elemental_dive_combat_magic_upgrade_1139.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 1139,Flux-Caster,Aether-Blade,Elemental Ward,Elemental Dive,The Sylvan Juggernaut,The Syndicate Lich,Beastmaster Thorne,fog bank,glass shard soundwave,festival magenta sun,8,12,5,11,109053
1140,1140_protocol_weaver_grapple_syntax_combat_magic_upgrade_1140.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 1140,Protocol Weaver,Front-Matter Architect,Foundation Warding,Grapple Syntax,The Gnarl-Maws,The Apex Chimera,Director Vance,tidal surge,root snare,cold blue sunrise,8,12,5,11,110556
1141,1141_apex_mutator_assimilation_roar_combat_magic_upgrade_1141.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 1141,Apex Mutator,Data-Code Deviant,Recursive Evolution,Assimilation Roar,The Aegis Carapace,The Astral Sovereign,The Grand Archivist,clear dawn,starfield dust,golden sanctuary sun,8,12,5,11,126646
1142,1142_resonant_the_master_mixer_combat_magic_upgrade_1142.zip,Resonant The Master Mixer Combat Magic Upgrade 1142,Resonant,Wakaan Mystic,Acoustic Shielding,The Master Mixer,The Tremor-Fiend,The Null Anomaly,Tidespeaker Nami,amber dusk,glass shard soundwave,ash-orange glare,8,12,5,11,109049
1143,1143_packmaster_alpha_s_command_combat_magic_upgrade_1143.zip,Packmaster Alpha's Command Combat Magic Upgrade 1143,Packmaster,Hound-Rider,Territorial Divide,Alpha's Command,The Scrap-Stalker,The Ivory Behemoth,Beastmaster Thorne,acid rain,root snare,eclipse violet rim,8,12,5,11,83231
1144,1144_orbital_striker_thruster_strike_combat_magic_upgrade_1144.zip,Orbital Striker Thruster-Strike Combat Magic Upgrade 1144,Orbital Striker,Zero-G Brawler,Repulsion Matrix,Thruster-Strike,The Grid-Rushers,The Ascendant Colossus,Director Vance,snow squall,starfield dust,storm green cast,8,12,5,11,86512
1145,1145_scrap_tek_junkyard_turret_combat_magic_upgrade_1145.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 1145,Scrap-Tek,Scavenger,Overcharge,Junkyard Turret,The Siphon-Ticks,The Resonant Behemoth,The Grand Archivist,zero-g starstorm,glass shard soundwave,molten red noon,8,12,5,11,95293
1146,1146_kinetic_juggernaut_perfect_deflection_combat_magic_upgrade_1146.zip,Kinetic Juggernaut Perfect Deflection Combat Magic Upgrade 1146,Kinetic Juggernaut,Momentum Engine,Aggro Manipulation,Perfect Deflection,The Venom-Spitter,The Data-Forged Evolvarch,Tidespeaker Nami,fog bank,root snare,deep-water cyan bloom,8,12,5,11,126057
1147,1147_phantom_shift_reality_shatter_combat_magic_upgrade_1147.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 1147,Phantom-Shift,Chrono-Blade,Velocity Scaling,Reality Shatter,Nexus Warden,The Resonance Maestro,Beastmaster Thorne,tidal surge,starfield dust,archive white-gold,8,12,5,11,86921
1148,1148_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_1148.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 1148,Sylvan Warden,Verdant Weaver,Briar-Patch,Frame-Trap Substitution,The Void Anomaly,The Syndicate Lich,Director Vance,clear dawn,glass shard soundwave,void blacklight sun,8,12,5,11,126914
1149,1149_flux_caster_stance_dance_combat_magic_upgrade_1149.zip,Flux-Caster Stance Dance Combat Magic Upgrade 1149,Flux-Caster,Storm-Caller,Crystal Carapace,Stance Dance,The Scrap-Phalanx,The Apex Chimera,The Grand Archivist,amber dusk,root snare,festival magenta sun,8,12,5,11,109395
1150,1150_protocol_weaver_structural_rewrite_combat_magic_upgrade_1150.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 1150,Protocol Weaver,Evolutionary Coder,Digital Ascension,Structural Rewrite,The Iron-Jaw Hound,The Astral Sovereign,Tidespeaker Nami,acid rain,starfield dust,cold blue sunrise,8,12,5,11,109574
1151,1151_apex_mutator_dna_siphon_combat_magic_upgrade_1151.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 1151,Apex Mutator,Primal Catalyst,Apex Predator,DNA Siphon,The Nexus Swarmers,The Null Anomaly,Beastmaster Thorne,snow squall,glass shard soundwave,golden sanctuary sun,8,12,5,11,126506
1152,1152_resonant_frame_trap_combat_magic_upgrade_1152.zip,Resonant Frame-Trap Combat Magic Upgrade 1152,Resonant,Sub-Bass Architect,Low-Frequency Disruption,Frame-Trap,The Sylvan Juggernaut,The Ivory Behemoth,Director Vance,zero-g starstorm,root snare,ash-orange glare,8,12,5,11,108116
1153,1153_packmaster_launching_bite_combat_magic_upgrade_1153.zip,Packmaster Launching Bite Combat Magic Upgrade 1153,Packmaster,Alpha-Handler,Heavy-Chewer Lockdown,Launching Bite,The Gnarl-Maws,The Ascendant Colossus,The Grand Archivist,fog bank,starfield dust,eclipse violet rim,8,12,5,11,82799
1154,1154_orbital_striker_the_rod_of_god_combat_magic_upgrade_1154.zip,Orbital Striker The Rod of God Combat Magic Upgrade 1154,Orbital Striker,Thruster-Junkie,Atmospheric Juggle,The Rod of God,The Aegis Carapace,The Resonant Behemoth,Tidespeaker Nami,tidal surge,glass shard soundwave,storm green cast,8,12,5,11,85880
1155,1155_scrap_tek_hydraulic_piston_combat_magic_upgrade_1155.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 1155,Scrap-Tek,Field-Mechanic,Shrapnel Storm,Hydraulic Piston,The Tremor-Fiend,The Data-Forged Evolvarch,Beastmaster Thorne,clear dawn,root snare,molten red noon,8,12,5,11,94737
1156,1156_kinetic_juggernaut_the_asteroid_combat_magic_upgrade_1156.zip,Kinetic Juggernaut The Asteroid Combat Magic Upgrade 1156,Kinetic Juggernaut,Seismic Brawler,Release Valve,The Asteroid,The Scrap-Stalker,The Resonance Maestro,Director Vance,amber dusk,starfield dust,deep-water cyan bloom,8,12,5,11,126387
1157,1157_phantom_shift_chrono_collapse_combat_magic_upgrade_1157.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 1157,Phantom-Shift,Neural-Linker,Shadow-Anchor,Chrono-Collapse,The Grid-Rushers,The Syndicate Lich,The Grand Archivist,acid rain,glass shard soundwave,archive white-gold,8,12,5,11,87004
1158,1158_sylvan_warden_vine_pull_combat_magic_upgrade_1158.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 1158,Sylvan Warden,Apex Flora,Ablative Carapace,Vine-Pull,The Siphon-Ticks,The Apex Chimera,Tidespeaker Nami,snow squall,root snare,void blacklight sun,8,12,5,11,128060
